Protein	Family,,Description
A0A0H3M719	N/A,,N/A
A0A0H3M729	N/A,,N/A
A0A0H3M737	N/A,,N/A
A0A0H3M741	N/A,,N/A
A0A0H3M745	N/A,,N/A
A0A0H3M746	N/A,,N/A
A0A0H3M751	N/A,,N/A
A0A0H3M760	N/A,,N/A
A0A0H3M763	N/A,,N/A
A0A0H3M781	N/A,,N/A
A0A0H3M782	N/A,,N/A
A0A0H3M795	N/A,,N/A
A0A0H3M7A7	N/A,,N/A
A0A0H3M7A9	N/A,,N/A
A0A0H3M7E0	N/A,,N/A
A0A0H3M7E1	N/A,,N/A
A0A0H3M7E6	N/A,,N/A
A0A0H3M7F4	N/A,,N/A
A0A0H3M7F7	N/A,,N/A
A0A0H3M7G2	N/A,,N/A
A0A0H3M7I8	N/A,,N/A
A0A0H3M7K2	N/A,,N/A
A0A0H3M7L7	N/A,,N/A
A0A0H3M7N1	N/A,,N/A
A0A0H3M7N2	N/A,,N/A
A0A0H3M7R2	N/A,,N/A
A0A0H3M7R3	N/A,,N/A
A0A0H3M7R8	N/A,,N/A
A0A0H3M7S4	N/A,,N/A
A0A0H3M7T9	N/A,,N/A
A0A0H3M7U1	N/A,,N/A
A0A0H3M7U4	N/A,,N/A
A0A0H3M7V7	N/A,,N/A
A0A0H3M7V8	N/A,,N/A
A0A0H3M7W0	N/A,,N/A
A0A0H3M7W2	N/A,,N/A
A0A0H3M7W9	N/A,,N/A
A0A0H3M7X4	N/A,,N/A
A0A0H3M7Y1	N/A,,N/A
A0A0H3M807	N/A,,N/A
A0A0H3M808	N/A,,N/A
A0A0H3M812	N/A,,N/A
A0A0H3M819	N/A,,N/A
A0A0H3M828	N/A,,N/A
A0A0H3M839	N/A,,N/A
A0A0H3M854	N/A,,N/A
A0A0H3M855	N/A,,N/A
A0A0H3M872	N/A,,N/A
A0A0H3M887	N/A,,N/A
A0A0H3M8B0	N/A,,N/A
A0A0H3M8B1	N/A,,N/A
A0A0H3M8B9	N/A,,N/A
A0A0H3M8C2	N/A,,N/A
A0A0H3M8C4	N/A,,N/A
A0A0H3M8D6	N/A,,N/A
A0A0H3M8D8	N/A,,N/A
A0A0H3M8D9	N/A,,N/A
A0A0H3M8G7	N/A,,N/A
A0A0H3M8I0	N/A,,N/A
A0A0H3M8I5	N/A,,N/A
A0A0H3M8I8	N/A,,N/A
A0A0H3M8J5	N/A,,N/A
A0A0H3M8L2	N/A,,N/A
A0A0H3M8M4	N/A,,N/A
A0A0H3M8M5	N/A,,N/A
A0A0H3M8N3	N/A,,N/A
A0A0H3M8R2	N/A,,N/A
A0A0H3M8R9	N/A,,N/A
A0A0H3M8S5	N/A,,N/A
A0A0H3M8T0	N/A,,N/A
A0A0H3M8T6	N/A,,N/A
A0A0H3M8U8	N/A,,N/A
A0A0H3M8V5	N/A,,N/A
A0A0H3M8V9	N/A,,N/A
A0A0H3M8W1	N/A,,N/A
A0A0H3M902	N/A,,N/A
A0A0H3M918	N/A,,N/A
A0A0H3M924	N/A,,N/A
A0A0H3M938	N/A,,N/A
A0A0H3M941	N/A,,N/A
A0A0H3M949	N/A,,N/A
A0A0H3M957	N/A,,N/A
A0A0H3M966	N/A,,N/A
A0A0H3M967	N/A,,N/A
A0A0H3M978	N/A,,N/A
A0A0H3M9A4	N/A,,N/A
A0A0H3M9A9	N/A,,N/A
A0A0H3M9B4	N/A,,N/A
A0A0H3M9D1	N/A,,N/A
A0A0H3M9E6	N/A,,N/A
A0A0H3M9F1	N/A,,N/A
A0A0H3M9G9	N/A,,N/A
A0A0H3M9I9	N/A,,N/A
A0A0H3M9N5	N/A,,N/A
A0A0H3M9Q6	N/A,,N/A
A0A0H3M9R4	N/A,,N/A
A0A0H3M9R5	N/A,,N/A
A0A0H3M9U0	N/A,,N/A
A0A0H3M9U1	N/A,,N/A
A0A0H3M9U9	N/A,,N/A
A0A0H3M9V1	N/A,,N/A
A0A0H3M9W9	N/A,,N/A
A0A0H3M9X1	N/A,,N/A
A0A0H3M9X2	N/A,,N/A
A0A0H3M9X3	N/A,,N/A
A0A0H3M9Y5	N/A,,N/A
A0A0H3M9Y6	N/A,,N/A
A0A0H3M9Z4	N/A,,N/A
A0A0H3M9Z9	N/A,,N/A
A0A0H3MA19	N/A,,N/A
A0A0H3MA24	N/A,,N/A
A0A0H3MA47	N/A,,N/A
A0A0H3MA58	N/A,,N/A
A0A0H3MA65	N/A,,N/A
A0A0H3MA76	N/A,,N/A
A0A0H3MA81	N/A,,N/A
A0A0H3MAA5	N/A,,N/A
A0A0H3MAA7	N/A,,N/A
A0A0H3MAB7	N/A,,N/A
A0A0H3MAC0	N/A,,N/A
A0A0H3MAC3	N/A,,N/A
A0A0H3MAD3	N/A,,N/A
A0A0H3MAE6	N/A,,N/A
A0A0H3MAE7	N/A,,N/A
A0A0H3MAE9	N/A,,N/A
A0A0H3MAF8	N/A,,N/A
A0A0H3MAG0	N/A,,N/A
A0A0H3MAG2	N/A,,N/A
A0A0H3MAG4	N/A,,N/A
A0A0H3MAG8	N/A,,N/A
A0A0H3MAH9	N/A,,N/A
A0A0H3MAK0	N/A,,N/A
A0A0H3MAK2	N/A,,N/A
A0A0H3MAK4	N/A,,N/A
A0A0H3MAK5	N/A,,N/A
A0A0H3MAK6	N/A,,N/A
A0A0H3MAL0	N/A,,N/A
A0A0H3MAQ9	N/A,,N/A
A0A0H3MAR7	N/A,,N/A
A0A0H3MAR8	N/A,,N/A
A0A0H3MAT3	N/A,,N/A
A0A0H3MAU2	N/A,,N/A
A0A0H3MAU9	N/A,,N/A
A0A0H3MAV4	N/A,,N/A
A0A0H3MAV9	N/A,,N/A
A0A0H3MAW1	N/A,,N/A
A0A0H3MAW6	N/A,,N/A
A0A0H3MB17	N/A,,N/A
A0A0H3MB30	N/A,,N/A
A0A0H3MB40	N/A,,N/A
A0A0H3MB56	N/A,,N/A
A0A0H3MB60	N/A,,N/A
A0A0H3MB66	N/A,,N/A
A0A0H3MB70	N/A,,N/A
A0A0H3MB83	N/A,,N/A
A0A0H3MB89	N/A,,N/A
A0A0H3MB94	N/A,,N/A
A0A0H3MBD1	N/A,,N/A
A0A0H3MBD5	N/A,,N/A
A0A0H3MBE3	N/A,,N/A
A0A0H3MBF0	N/A,,N/A
A0A0H3MBG5	N/A,,N/A
A0A0H3MBG7	N/A,,N/A
A0A0H3MBJ4	N/A,,N/A
A0A0H3MBK0	N/A,,N/A
A0A0H3MBK5	N/A,,N/A
A0A0H3MBL6	N/A,,N/A
A0A0H3MBN3	N/A,,N/A
A0A0H3MBP1	N/A,,N/A
A0A0H3MBR3	N/A,,N/A
A0A0H3MBS4	N/A,,N/A
A0A0H3MBT3	N/A,,N/A
A0A0H3MBU7	N/A,,N/A
A0A0H3MBV8	N/A,,N/A
A0A0H3MBW3	N/A,,N/A
A0A0H3MBX2	N/A,,N/A
A0A0H3MBX6	N/A,,N/A
A0A0H3MBZ0	N/A,,N/A
A0A0H3MBZ9	N/A,,N/A
A0A0H3MC10	N/A,,N/A
A0A0H3MC15	N/A,,N/A
A0A0H3MC20	N/A,,N/A
A0A0H3MC34	N/A,,N/A
A0A0H3MC44	N/A,,N/A
A0A0H3MC47	N/A,,N/A
A0A0H3MC48	N/A,,N/A
A0A0H3MC59	N/A,,N/A
A0A0H3MC64	N/A,,N/A
A0A0H3MC72	N/A,,N/A
A0A0H3MCA7	N/A,,N/A
A0A0H3MCC0	N/A,,N/A
A0A0H3MCD2	N/A,,N/A
A0A0H3MCE9	N/A,,N/A
A0A0H3MCF3	N/A,,N/A
A0A0H3MCH2	N/A,,N/A
A0A0H3MCI2	N/A,,N/A
A0A0H3MCI6	N/A,,N/A
A0A0H3MCK0	N/A,,N/A
A0A0H3MCL7	N/A,,N/A
A0A0H3MCP0	N/A,,N/A
A0A0H3MCQ3	N/A,,N/A
A0A0H3MCR5	N/A,,N/A
A0A0H3MCS0	N/A,,N/A
A0A0H3MCU0	N/A,,N/A
A0A0H3MCV3	N/A,,N/A
A0A0H3MCW1	N/A,,N/A
A0A0H3MCX2	N/A,,N/A
A0A0H3MCY2	N/A,,N/A
A0A0H3MCY6	N/A,,N/A
A0A0H3MD07	N/A,,N/A
A0A0H3MD15	N/A,,N/A
A0A0H3MD23	N/A,,N/A
A0A0H3MD27	N/A,,N/A
A0A0H3MD57	N/A,,N/A
A0A0H3MD60	N/A,,N/A
A0A0H3MD77	N/A,,N/A
A0A0H3MDA4	N/A,,N/A
A0A0H3MDB6	N/A,,N/A
A0A0H3MDF0	N/A,,N/A
A0A0H3MDF4	N/A,,N/A
A0A0H3MDG1	N/A,,N/A
A0A0H3MDI0	N/A,,N/A
A0A0H3MDJ0	N/A,,N/A
A0A0H3MDJ5	N/A,,N/A
A0A0H3MDN1	N/A,,N/A
A0A0H3MDN2	N/A,,N/A
A0A0H3MDQ0	N/A,,N/A
A0A0H3MDQ6	N/A,,N/A
A0A0H3MDR2	N/A,,N/A
A0A0H3MDR9	N/A,,N/A
A0A0H3MDS3	N/A,,N/A
A0A0H3MDU1	N/A,,N/A
A0A0H3MDV3	N/A,,N/A
A0A0H3MDW6	N/A,,N/A
A0A0H3MDX0	N/A,,N/A
A0A0H3MDX6	N/A,,N/A
A0A0H3ME13	N/A,,N/A
A0A0H3ME35	N/A,,N/A
A0A0H3ME37	N/A,,N/A
A0A0H3ME46	N/A,,N/A
A0A0H3ME51	N/A,,N/A
A0A0H3ME56	N/A,,N/A
A0A0H3ME82	N/A,,N/A
A0A0H3ME92	N/A,,N/A
A0A0H3MEA0	N/A,,N/A
A0A0H3MEB7	N/A,,N/A
A0A0H3MED5	N/A,,N/A
A0A0H3MEG2	N/A,,N/A
A0A0H3MEH0	N/A,,N/A
A0A0H3MEH6	N/A,,N/A
A0A0H3MEN6	N/A,,N/A
A0A0H3MEN7	N/A,,N/A
A0A0H3MEQ5	N/A,,N/A
A0A0H3MET2	N/A,,N/A
A0A0H3MEV1	N/A,,N/A
A0A0H3MEX2	N/A,,N/A
A0A0H3MF00	N/A,,N/A
A0A0H3MF18	N/A,,N/A
A0A0H3MF83	N/A,,N/A
A0A0H3MFB2	N/A,,N/A
A0A0H3MFE2	N/A,,N/A
A0A0H3MFE4	N/A,,N/A
A0A0H3MFG4	N/A,,N/A
A0A0H3MFH8	N/A,,N/A
A0A0H3MFK2	N/A,,N/A
A0A0H3MFQ3	N/A,,N/A
A0A0H3MFQ9	N/A,,N/A
A0A0H3MFR0	N/A,,N/A
A0A0H3MFR6	N/A,,N/A
A0A0H3MFV3	N/A,,N/A
A0A0H3MFX3	N/A,,N/A
A0A0H3MFX4	N/A,,N/A
A0A0H3MFY3	N/A,,N/A
A0A0H3MG92	N/A,,N/A
A0A0H3MGE2	N/A,,N/A
A0A0H3MGI9	N/A,,N/A
A0A0H3MGQ7	N/A,,N/A
A0A0H3MGR2	N/A,,N/A
A0A0H3MGY7	N/A,,N/A
A0A0H3MH40	N/A,,N/A
A0A0H3MH77	N/A,,N/A
A0A0H3MH87	N/A,,N/A
A0A0H3MH99	N/A,,N/A
A0A0H3MHD1	N/A,,N/A
A0A0H3MHD6	N/A,,N/A
A0A0H3MHF4	N/A,,N/A
A0A0H3MHJ0	N/A,,N/A
A0A0H3MHJ6	N/A,,N/A
A0A0H3MHS0	N/A,,N/A
A0A0H3MHY3	N/A,,N/A
A0A0H3MI19	N/A,,N/A
A0A0H3MI44	N/A,,N/A
A0A0H3MI89	N/A,,N/A
A0A0H3MIE5	N/A,,N/A
A0A0H3MIH3	N/A,,N/A
A0A0H3MII2	N/A,,N/A
A0A0H3MIK1	N/A,,N/A
A0A0H3MJ62	N/A,,N/A
A0A0H3MJ88	N/A,,N/A
A0A0H3MJA4	N/A,,N/A
A0A0H3MJE2	N/A,,N/A
A0A0H3MJE7	N/A,,N/A
A0A0H3MJH3	N/A,,N/A
A0A0J4N9D7	N/A,,N/A
A0A0J4RI30	N/A,,N/A
A0A0J4TJB2	N/A,,N/A
A0A0J5CNL8	N/A,,N/A
A0A0J6UPB2	N/A,,N/A
A0A0J9WZ66	N/A,,N/A
A0A0N0VCJ2	N/A,,N/A
A0A0N7KW54	N/A,,N/A
A0A0P0YPS5	N/A,,N/A
A0A0P0YPU6	N/A,,N/A
A0A0P0YPV3	N/A,,N/A
A0A0P0YQF2	N/A,,N/A
A0A0U5RPV0	N/A,,N/A
A0A0U5RZY5	N/A,,N/A
A0A0U5TCV6	N/A,,N/A
A0A0U8IEL9	N/A,,N/A
A0A0V9SPI3	N/A,,N/A
A0A0W8AWL7	N/A,,N/A
A0A140NDN5	N/A,,N/A
A0A140NDN6	N/A,,N/A
A0A140NDV1	N/A,,N/A
A0A160PV21	N/A,,N/A
A0A169AX83	N/A,,N/A
A0A193SCD4	N/A,,N/A
A0A1C0C6X9	N/A,,N/A
A0A1C0DP85	N/A,,N/A
A0A1C0DZB6	N/A,,N/A
A0A1C0KL46	N/A,,N/A
A0A1C0PG74	N/A,,N/A
A0A1C0RDT3	N/A,,N/A
A0A1C3HJY9	N/A,,N/A
A0A1C3PX33	N/A,,N/A
A0A1J7G277	N/A,,N/A
A0A1J7W1Z7	N/A,,N/A
A0A1J7WFJ7	N/A,,N/A
A0A1L9C1G9	N/A,,N/A
A0A1L9C1T0	N/A,,N/A
A0A1L9C1T3	N/A,,N/A
A0A1L9C1T4	N/A,,N/A
A0A1L9C1U6	N/A,,N/A
A0A1L9C1W0	N/A,,N/A
A0A1L9C1W6	N/A,,N/A
A0A1L9C1Z1	N/A,,N/A
A0A1L9C1Z3	N/A,,N/A
A0A1L9C200	N/A,,N/A
A0A1L9C223	N/A,,N/A
A0A1L9C250	N/A,,N/A
A0A1L9C283	N/A,,N/A
A0A1L9C285	N/A,,N/A
A0A1L9C287	N/A,,N/A
A0A1L9C2B1	N/A,,N/A
A0A1L9C2B8	N/A,,N/A
A0A1L9C2B9	N/A,,N/A
A0A1L9C2K4	N/A,,N/A
A0A1L9C2L4	N/A,,N/A
A0A1L9C2M6	N/A,,N/A
A0A1L9C2R5	N/A,,N/A
A0A1L9C2S5	N/A,,N/A
A0A1L9C2T8	N/A,,N/A
A0A1L9C2Y6	N/A,,N/A
A0A1L9C305	N/A,,N/A
A0A1L9C310	N/A,,N/A
A0A1L9C334	N/A,,N/A
A0A1L9C366	N/A,,N/A
A0A1L9C372	N/A,,N/A
A0A1L9C383	N/A,,N/A
A0A1L9C392	N/A,,N/A
A0A1L9C3A7	N/A,,N/A
A0A1L9C3B3	N/A,,N/A
A0A1L9C3C4	N/A,,N/A
A0A1L9C3D6	N/A,,N/A
A0A1L9C3E7	N/A,,N/A
A0A1L9C3J6	N/A,,N/A
A0A1L9C3K4	N/A,,N/A
A0A1L9C3L2	N/A,,N/A
A0A1L9C3M7	N/A,,N/A
A0A1L9C3N6	N/A,,N/A
A0A1L9C3N9	N/A,,N/A
A0A1L9C3Q0	N/A,,N/A
A0A1L9C3Q1	N/A,,N/A
A0A1L9C3S3	N/A,,N/A
A0A1L9C3W4	N/A,,N/A
A0A1L9C3W7	N/A,,N/A
A0A1L9C3X7	N/A,,N/A
A0A1L9C3X8	N/A,,N/A
A0A1L9C423	N/A,,N/A
A0A1L9C432	N/A,,N/A
A0A1L9C435	N/A,,N/A
A0A1L9C440	N/A,,N/A
A0A1L9C444	N/A,,N/A
A0A1L9C452	N/A,,N/A
A0A1L9C456	N/A,,N/A
A0A1L9C459	N/A,,N/A
A0A1L9C471	N/A,,N/A
A0A1L9C491	N/A,,N/A
A0A1L9C493	N/A,,N/A
A0A1L9C4C3	N/A,,N/A
A0A1L9C4C9	N/A,,N/A
A0A1L9C4D6	N/A,,N/A
A0A1L9C4D8	N/A,,N/A
A0A1L9C4E5	N/A,,N/A
A0A1L9C4E7	N/A,,N/A
A0A1L9C4F4	N/A,,N/A
A0A1L9C4G4	N/A,,N/A
A0A1L9C4H5	N/A,,N/A
A0A1L9C4J6	N/A,,N/A
A0A1L9C4L4	N/A,,N/A
A0A1L9C4L6	N/A,,N/A
A0A1L9C4L9	N/A,,N/A
A0A1L9C4M2	N/A,,N/A
A0A1L9C4N8	N/A,,N/A
A0A1L9C4R4	N/A,,N/A
A0A1L9C4R9	N/A,,N/A
A0A1L9C4V8	N/A,,N/A
A0A1L9C511	N/A,,N/A
A0A1L9C516	N/A,,N/A
A0A1L9C556	N/A,,N/A
A0A1L9C599	N/A,,N/A
A0A1L9C5B0	N/A,,N/A
A0A1L9C5B6	N/A,,N/A
A0A1L9C5D2	N/A,,N/A
A0A1L9C5D4	N/A,,N/A
A0A1L9C5E8	N/A,,N/A
A0A1L9C5F9	N/A,,N/A
A0A1L9C5I8	N/A,,N/A
A0A1L9C5K6	N/A,,N/A
A0A1L9C5L7	N/A,,N/A
A0A1L9C5L9	N/A,,N/A
A0A1L9C5M9	N/A,,N/A
A0A1L9C5N6	N/A,,N/A
A0A1L9C5N7	N/A,,N/A
A0A1L9C5N8	N/A,,N/A
A0A1L9C5P0	N/A,,N/A
A0A1L9C5P6	N/A,,N/A
A0A1L9C5R2	N/A,,N/A
A0A1L9C5S7	N/A,,N/A
A0A1L9C5T3	N/A,,N/A
A0A1L9C5V9	N/A,,N/A
A0A1L9C624	N/A,,N/A
A0A1L9C642	N/A,,N/A
A0A1L9C646	N/A,,N/A
A0A1L9C647	N/A,,N/A
A0A1L9C669	N/A,,N/A
A0A1L9C696	N/A,,N/A
A0A1L9C6A3	N/A,,N/A
A0A1L9C6A5	N/A,,N/A
A0A1L9C6C2	N/A,,N/A
A0A1L9C6C3	N/A,,N/A
A0A1L9C6C8	N/A,,N/A
A0A1L9C6G0	N/A,,N/A
A0A1L9C6H3	N/A,,N/A
A0A1L9C6H7	N/A,,N/A
A0A1L9C6I3	N/A,,N/A
A0A1L9C6K3	N/A,,N/A
A0A1L9C6L9	N/A,,N/A
A0A1L9C6P0	N/A,,N/A
A0A1L9C6P7	N/A,,N/A
A0A1L9C6P8	N/A,,N/A
A0A1L9C6S6	N/A,,N/A
A0A1L9C6S9	N/A,,N/A
A0A1L9C6U3	N/A,,N/A
A0A1L9C6U5	N/A,,N/A
A0A1L9C6V7	N/A,,N/A
A0A1L9C6W4	N/A,,N/A
A0A1L9C727	N/A,,N/A
A0A1L9C733	N/A,,N/A
A0A1L9C787	N/A,,N/A
A0A1L9C794	N/A,,N/A
A0A1L9C7C2	N/A,,N/A
A0A1L9C7D3	N/A,,N/A
A0A1L9C7D5	N/A,,N/A
A0A1L9C7E1	N/A,,N/A
A0A1L9C7G2	N/A,,N/A
A0A1L9C7G8	N/A,,N/A
A0A1L9C7I4	N/A,,N/A
A0A1L9C7J6	N/A,,N/A
A0A1L9C7J8	N/A,,N/A
A0A1L9C7L3	N/A,,N/A
A0A1W6TFG2	N/A,,N/A
A0A1W6TXT0	N/A,,N/A
A0A1Y0PRK9	N/A,,N/A
A0A1Y0PSC7	N/A,,N/A
A0A1Y0PSP7	N/A,,N/A
A0A1Y0PX46	N/A,,N/A
A0A1Y0PYX9	N/A,,N/A
A0A1Y0PZC4	N/A,,N/A
A0A1Y0Q0X1	N/A,,N/A
A0A1Y0Q1Y2	N/A,,N/A
A0A1Y0Q2H3	N/A,,N/A
A0A1Y0Q5A7	N/A,,N/A
A0A1Y0Q5B5	N/A,,N/A
A0A1Y0Q5T0	N/A,,N/A
A0A1Y0Q6J4	N/A,,N/A
A0A1Y0Q7E7	N/A,,N/A
A0A1Y0QAF1	N/A,,N/A
A0A221FR80	N/A,,N/A
A0A232JHL2	N/A,,N/A
A0A249N0Z0	N/A,,N/A
A0A249N188	N/A,,N/A
A0A249N268	N/A,,N/A
A0A249N2U1	N/A,,N/A
A0A249N3F1	N/A,,N/A
A0A249N4D0	N/A,,N/A
A0A249N4E5	N/A,,N/A
A0A249N7N0	N/A,,N/A
A0A249N865	N/A,,N/A
A0A2A2XF63	N/A,,N/A
A0A2D1HGK0	N/A,,N/A
A0A2D1HLQ6	N/A,,N/A
A0A2D1HNA1	N/A,,N/A
A0A2G3ESE2	N/A,,N/A
A0A2I8JJ96	N/A,,N/A
A0A2K2IQM3	N/A,,N/A
A0A2K2IYQ5	N/A,,N/A
A0A2L1XSV0	N/A,,N/A
A0A2S4MSA7	N/A,,N/A
A0A2S4MSB0	N/A,,N/A
A0A2S4MSL1	N/A,,N/A
A0A2S4MST5	N/A,,N/A
A0A2S4MTC3	N/A,,N/A
A0A2S4MTW3	N/A,,N/A
A0A2S4MTW6	N/A,,N/A
A0A2S4MUX3	N/A,,N/A
A0A2S4MVT6	N/A,,N/A
A0A2S4MVZ4	N/A,,N/A
A0A2S4MW07	N/A,,N/A
A0A2S4MWH0	N/A,,N/A
A0A2S4MWS5	N/A,,N/A
A0A2S4MX43	N/A,,N/A
A0A2S4MX48	N/A,,N/A
A0A2S4MXM8	N/A,,N/A
A0A2S4MY18	N/A,,N/A
A0A2S4MY63	N/A,,N/A
A0A2S4MY66	N/A,,N/A
A0A2S4MYB8	N/A,,N/A
A0A2S4MYE3	N/A,,N/A
A0A2S4MYQ0	N/A,,N/A
A0A2S4MZF3	N/A,,N/A
A0A2S4N046	N/A,,N/A
A0A2S4N062	N/A,,N/A
A0A2S4N0X4	N/A,,N/A
A0A2S4N1A1	N/A,,N/A
A0A2S4N1S8	N/A,,N/A
A0A2S4N2L0	N/A,,N/A
A0A2S4N3Q4	N/A,,N/A
A0A2S4N3W2	N/A,,N/A
A0A2S8EHG0	N/A,,N/A
A0A2S8TUG1	N/A,,N/A
A0A2T7VZH9	N/A,,N/A
A0A2W0I5Q2	N/A,,N/A
A0A2W0ISL7	N/A,,N/A
A0A2W0ITA0	N/A,,N/A
A0A2W0IWE8	N/A,,N/A
A0A2W0NPM7	N/A,,N/A
A0A2W0T4A3	N/A,,N/A
A0A2W0U5L8	N/A,,N/A
A0A2W0YG69	N/A,,N/A
A0A2W0ZR09	N/A,,N/A
A0A2X3GUD7	N/A,,N/A
A0A2X3HFU8	N/A,,N/A
A0A2X3HGK1	N/A,,N/A
A0A2X3HRY5	N/A,,N/A
A0A2X3IF64	N/A,,N/A
A0A2X3IQU0	N/A,,N/A
A0A2X3IQX4	N/A,,N/A
A0A2X3IR88	N/A,,N/A
A0A2X3IUK5	N/A,,N/A
A0A2Y4XEU7	N/A,,N/A
A0A384K8E5	N/A,,N/A
A0A384K9A1	N/A,,N/A
A0A384KCS0	N/A,,N/A
A0A384KEN1	N/A,,N/A
A0A384KES1	N/A,,N/A
A0A384KG73	N/A,,N/A
A0A384KG77	N/A,,N/A
A0A384KIQ0	N/A,,N/A
A0A384KJH6	N/A,,N/A
A0A384KN81	N/A,,N/A
A0A384KQF8	N/A,,N/A
A0A384KRI4	N/A,,N/A
A0A384KRU9	N/A,,N/A
A0A384KU37	N/A,,N/A
A0A384L0X3	N/A,,N/A
A0A384L159	N/A,,N/A
A0A384L1N9	N/A,,N/A
A0A384L4I2	N/A,,N/A
A0A384L4W3	N/A,,N/A
A0A384L571	N/A,,N/A
A0A384L8I3	N/A,,N/A
A0A384L9V6	N/A,,N/A
A0A384LJ77	N/A,,N/A
A0A384LKD4	N/A,,N/A
A0A384LMI5	N/A,,N/A
A0A384LPJ8	N/A,,N/A
A0A384LPW3	N/A,,N/A
A0A384LQF0	N/A,,N/A
A0A384LQK7	N/A,,N/A
A0A399DPS6	N/A,,N/A
A0A399DRI1	N/A,,N/A
A0A399DS01	N/A,,N/A
A0A399DUG9	N/A,,N/A
A0A399DYN6	N/A,,N/A
A0A399E4K3	N/A,,N/A
A0A399E6K4	N/A,,N/A
A0A399E757	N/A,,N/A
A0A399E964	N/A,,N/A
A0A399EAK2	N/A,,N/A
A0A4Z9	PIRSF005470,,photoreaction center protein H
A0AF17	N/A,,N/A
A0AF43	N/A,,N/A
A0AHG7	PIRSF000210,,dihydrolipoamide dehydrogenase
A0AIK3	N/A,,N/A
A0AK46	PIRSF002095,,DNA-binding protein HU, alpha/beta subunits
A0AL98	N/A,,N/A
A0ALE4	PIRSF000149,,glyceraldehyde-3-phosphate dehydrogenase
A0ALP2	PIRSF001359,,fructose-bisphosphate aldolase II
A0PNL7	PIRSF003112,,chaperonin GroEL
A0QNE2	N/A,,N/A
A0QNF6	PIRSF001467,,peptidyl-prolyl cis-trans isomerase
A0QNG1	PIRSF000668,,serine/threonine-protein kinase YloP
A0QNG2	N/A,,N/A
A0QNG7	N/A,,N/A
A0QNI2	PIRSF025682,,HTH-type transcriptional regulator, Mb0023 type 
A0QNJ7	N/A,,N/A
A0QP02	N/A,,N/A
A0QP27	N/A,,N/A
A0QP93	PIRSF017069,,hypothetical protein, Mycobacterium tuberculosis Rv0227c type
A0QPF7	N/A,,N/A
A0QPN2	PIRSF001511,,type II topoisomerase, subunit B
A0QQ61	PIRSF002759,,inner membrane protein MalK
A0QQB2	N/A,,N/A
A0QQH1	N/A,,N/A
A0QQI7	PIRSF001434,,cystathionine gamma-synthase
A0QR05	N/A,,N/A
A0QRP3	N/A,,N/A
A0QRV7	N/A,,N/A
A0QS52	N/A,,N/A
A0QS80	N/A,,N/A
A0QSD6	N/A,,N/A
A0QSD7	N/A,,N/A
A0QSG6	PIRSF002120,,ribosomal protein S5p/S5a/S2e/organellar S5
A0QSP8	PIRSF002181,,ribosomal protein, L13p/L13Aa/L16e/organellar L13 types
A0QSQ1	PIRSF005849,,phosphomannomutase
A0QSS3	PIRSF003110,,chaperonin GroES
A0QSU3	PIRSF000130,,inosine-5'-monophosphate dehydrogenase
A0QSY1	N/A,,N/A
A0QT33	N/A,,N/A
A0QUA6	PIRSF001493,,phosphoglucomutase
A0QUX6	PIRSF001370,,thiamine diphosphate-dependent enzyme, acetolactate synthase type;;PIRSF500108,,acetolactate synthase, large subunit [Parent=PIRSF001370]
A0QV26	PIRSF003098,,cell division protein FtsY
A0QV37	N/A,,N/A
A0QVT6	N/A,,N/A
A0QVY1	PIRSF006809,,GTP-binding protein, HflX type
A0QVY4	N/A,,N/A
A0QVZ3	PIRSF006475,,diphtheria toxin repressor
A0QW11	PIRSF006910,,nucleic acid binding protein, Rv2694c type
A0QWG9	N/A,,N/A
A0QWQ9	PIRSF001456,,chorismate synthase
A0QWR2	N/A,,N/A
A0QWS9	PIRSF000736,,guanylate kinase
A0QWV0	PIRSF001259,,GTP cyclohydrolase II/3,4-dihydroxy-2-butanone 4-phosphate synthase
A0QYB1	N/A,,N/A
A0QYE8	PIRSF000130,,inosine-5'-monophosphate dehydrogenase
A0QYF6	N/A,,N/A
A0QYG2	PIRSF037731,,uncharacterized conserved protein
A0QYQ0	PIRSF005881,,cytidylate kinase cmk
A0QYR3	N/A,,N/A
A0R006	PIRSF037790,,Antigen 84 
A0R012	N/A,,N/A
A0R049	N/A,,N/A
A0R054	PIRSF037695,,uncharacterized conserved protein
A0R082	N/A,,N/A
A0R0F3	N/A,,N/A
A0R0W9	PIRSF015948,,hypothetical protein, Schizosaccharomyces pombe SPAC4H3.03c type
A0R2J4	N/A,,N/A
A0R2U6	N/A,,N/A
A0R2V4	N/A,,N/A
A0R2X1	PIRSF006092,,transcription elongation factor GreA/GreB
A0R2X3	PIRSF001434,,cystathionine gamma-synthase
A0R316	N/A,,N/A
A0R368	N/A,,N/A
A0R3C1	N/A,,N/A
A0R3K5	PIRSF016699,,uncharacterized conserved protein
A0R3L2	N/A,,N/A
A0R3M3	PIRSF001553,,succinyl-CoA synthetase, alpha subunit
A0R3M6	N/A,,N/A
A0R4B3	PIRSF000346,,Delta-9 acyl-ACP desaturase
A0R4G4	PIRSF001587,,phosphoribosylformylglycinamidine synthase component II
A0R4R5	N/A,,N/A
A0R574	N/A,,N/A
A0R582	N/A,,N/A
A0R5B0	N/A,,N/A
A0R5D6	PIRSF010397,,hypothetical protein Rv1318c
A0R5R8	N/A,,N/A
