Protein	Entry..Description
A0A1L9C7L3	
A0A1W6TFG2	
A0A1W6TXT0	
A0A1Y0PRK9	
A0A1Y0PSC7	
A0A1Y0PSP7	
A0A1Y0PX46	
A0A1Y0PYX9	
A0A1Y0PZC4	
A0A1Y0Q0X1	
A0A1Y0Q1Y2	
A0A1Y0Q2H3	
A0A1Y0Q5A7	
A0A1Y0Q5B5	
A0A1Y0Q5T0	
A0A1Y0Q6J4	
A0A1Y0Q7E7	
A0A1Y0QAF1	
A0A221FR80	
A0A232JHL2	
A0A249N0Z0	
A0A249N188	
A0A249N268	
A0A249N2U1	
A0A249N3F1	
A0A249N4D0	
A0A249N4E5	
A0A249N7N0	
A0A249N865	
A0A2A2XF63	
A0A2D1HGK0	
A0A2D1HLQ6	
A0A2D1HNA1	
A0A2G3ESE2	
A0A2I8JJ96	
A0A2K2IQM3	
A0A2K2IYQ5	
A0A2L1XSV0	
A0A2S4MSA7	
A0A2S4MSB0	
A0A2S4MSL1	
A0A2S4MST5	
A0A2S4MTC3	
A0A2S4MTW3	
A0A2S4MTW6	
A0A2S4MUX3	
A0A2S4MVT6	
A0A2S4MVZ4	
A0A2S4MW07	
A0A2S4MWH0	
A0A2S4MWS5	
A0A2S4MX43	
A0A2S4MX48	
A0A2S4MXM8	
A0A2S4MY18	
A0A2S4MY63	
A0A2S4MY66	
A0A2S4MYB8	
A0A2S4MYE3	
A0A2S4MYQ0	
A0A2S4MZF3	
A0A2S4N046	
A0A2S4N062	
A0A2S4N0X4	
A0A2S4N1A1	
A0A2S4N1S8	
A0A2S4N2L0	
A0A2S4N3Q4	
A0A2S4N3W2	
A0A2S8EHG0	
A0A2S8TUG1	
A0A2T7VZH9	
A0A2W0I5Q2	
A0A2W0ISL7	
A0A2W0ITA0	
A0A2W0IWE8	
A0A2W0NPM7	
A0A2W0T4A3	
A0A2W0U5L8	
A0A2W0YG69	
A0A2W0ZR09	
A0A2X3GUD7	
A0A2X3HFU8	
A0A2X3HGK1	
A0A2X3HRY5	
A0A2X3IF64	
A0A2X3IQU0	
A0A2X3IQX4	
A0A2X3IR88	
A0A2X3IUK5	
A0A2Y4XEU7	
A0A384K8E5	
A0A384K9A1	
A0A384KCS0	
A0A384KEN1	
A0A384KES1	
A0A384KG73	
A0A384KG77	
A0A384KIQ0	
A0A384KJH6	
A0A384KN81	
A0A384KQF8	
A0A384KRI4	
A0A384KRU9	
A0A384KU37	
A0A384L0X3	
A0A384L159	
A0A384L1N9	
A0A384L4I2	
A0A384L4W3	
A0A384L571	
A0A384L8I3	
A0A384L9V6	
A0A384LJ77	
A0A384LKD4	
A0A384LMI5	
A0A384LPJ8	
A0A384LPW3	
A0A384LQF0	
A0A384LQK7	
A0A399DPS6	
A0A399DRI1	
A0A399DS01	
A0A399DUG9	
A0A399DYN6	
A0A399E4K3	
A0A399E6K4	
A0A399E757	
A0A399E964	
A0A399EAK2	
A0A4Z9	
A0AF17	
A0AF43	PS00582,,Ribosomal protein L33 signature
A0AHG7	
A0AIK3	
A0AK46	
A0AL98	
A0ALE4	
A0ALP2	
A0PNL7	PS00296,,Chaperonins cpn60 signature
A0QNE2	
A0QNF6	
A0QNG1	PS51178,,PASTA domain profile;;PS50011,,Protein kinase domain profile;;PS00108,,Serine/Threonine protein kinases active-site signature;;PS00107,,Protein kinases ATP-binding region signature
A0QNG2	
A0QNG7	
A0QNI2	
A0QNJ7	
A0QP02	
A0QP27	
A0QP93	
A0QPF7	
A0QPN2	PS50880,,Toprim domain profile;;PS00177,,DNA topoisomerase II signature
A0QQ61	
A0QQB2	
A0QQH1	
A0QQI7	
A0QR05	
A0QRP3	
A0QRV7	
A0QS52	
A0QS80	
A0QSD6	PS00464,,Ribosomal protein L22 signature
A0QSD7	PS50823,,Type-2 KH domain profile;;PS00548,,Ribosomal protein S3 signature
A0QSG6	PS50881,,S5 double stranded RNA-binding domain profile;;PS00585,,Ribosomal protein S5 signature
A0QSP8	PS00783,,Ribosomal protein L13 signature
A0QSQ1	PS00710,,Phosphoglucomutase and phosphomannomutase phosphoserine signature
A0QSS3	PS00681,,Chaperonins cpn10 signature
A0QSU3	
A0QSY1	
A0QT33	
A0QUA6	
A0QUX6	
A0QV26	
A0QV37	PS00732,,Ribosomal protein S16 signature
A0QVT6	
A0QVY1	
A0QVY4	
A0QVZ3	
A0QW11	
A0QWG9	
A0QWQ9	PS00789,,Chorismate synthase signature 3;;PS00788,,Chorismate synthase signature 2;;PS00787,,Chorismate synthase signature 1
A0QWR2	
A0QWS9	
A0QWV0	
A0QYB1	
A0QYE8	
A0QYF6	
A0QYG2	PS50006,,Forkhead-associated (FHA) domain profile
A0QYQ0	
A0QYR3	
A0R006	
A0R012	
A0R049	
A0R054	
A0R082	
A0R0F3	
A0R0W9	
A0R2J4	
A0R2U6	
A0R2V4	
A0R2X1	PS00830,,Prokaryotic transcription elongation factors signature 2;;PS00829,,Prokaryotic transcription elongation factors signature 1
A0R2X3	
A0R316	
A0R368	
A0R3C1	
A0R3K5	
A0R3L2	
A0R3M3	
A0R3M6	
A0R4B3	
A0R4G4	
A0R4R5	
A0R574	PS50151,,UVR domain profile;;PS00870,,Chaperonins clpA/B signature 1
A0R582	
A0R5B0	
A0R5D6	
A0R5R8	
A0R5Z0	
A0R6Z6	
A0R7H5	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
A0R7J1	
A0R7J6	
A1JS01	
A1JS57	PS00055,,Ribosomal protein S12 signature
A1KEI6	
A1KEM3	PS00057,,Ribosomal protein S18 signature
A1KEN2	
A1KEU8	
A1KF76	PS51274,,CobBQ-type GATase domain profile
A1KFE4	
A1KFH2	PS01036,,Heat shock hsp70 proteins family signature 3;;PS00329,,Heat shock hsp70 proteins family signature 2;;PS00297,,Heat shock hsp70 proteins family signature 1
A1KFH3	PS01071,,grpE protein signature
A1KFQ1	
A1KFR2	PS00296,,Chaperonins cpn60 signature
A1KFV6	PS51387,,PCMH-type FAD-binding domain profile
A1KG00	PS00600,,Aminotransferases class-III pyridoxal-phosphate attachment site
A1KG35	PS51608,,UbiE family SAM-binding methyltransferase profile;;PS01184,,ubiE/COQ5 methyltransferase family signature 2;;PS01183,,ubiE/COQ5 methyltransferase family signature 1
A1KG43	
A1KGB4	PS00582,,Ribosomal protein L33 signature
A1KGE8	
A1KGF0	PS51432,,AP endonucleases family 2 profile;;PS00731,,AP endonucleases family 2 signature 3;;PS00730,,AP endonucleases family 2 signature 2;;PS00729,,AP endonucleases family 2 signature 1
A1KGG3	PS00052,,Ribosomal protein S7 signature
A1KGG5	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
A1KGI6	PS00323,,Ribosomal protein S19 signature
A1KGI8	PS50823,,Type-2 KH domain profile;;PS00548,,Ribosomal protein S3 signature
A1KGJ6	PS01108,,Ribosomal protein L24 signature
A1KGL4	PS00113,,Adenylate kinase signature
A1KGY5	PS00187,,Thiamine pyrophosphate enzymes signature
A1KH33	
A1KH91	PS51855,,MGS-like domain profile
A1KHA2	
A1KHE8	PS51689,,rRNA adenine N(6)-methyltransferase family profile;;PS01131,,Ribosomal RNA adenine dimethylases signature
A1KHE9	
A1KHL8	PS00830,,Prokaryotic transcription elongation factors signature 2;;PS00829,,Prokaryotic transcription elongation factors signature 1
A1KHN9	
A1KHS4	
A1KI95	PS00389,,ATP synthase delta (OSCP) subunit signature
A1KI97	PS00153,,ATP synthase gamma subunit signature
A1KIM7	PS51440,,Triosephosphate isomerase (TIM) family profile;;PS00171,,Triosephosphate isomerase active site
A1KIN7	PS01054,,Transaldolase signature 1;;PS00958,,Transaldolase active site
A1KIS1	PS50234,,VWFA domain profile
A1KJ01	
A1KJ27	PS00614,,Indole-3-glycerol phosphate synthase signature
A1KJD0	PS51712,,EngA-type guanine nucleotide-binding (G) domain profile
A1KJN3	PS51196,,SecA family profile;;PS01312,,SecA family signature
A1KJP9	
A1KJR2	PS51368,,Urease domain profile;;PS01120,,Urease nickel ligands signature;;PS00145,,Urease active site
A1KJR4	
A1KJX3	PS50873,,Plant heme peroxidase family profile;;PS00436,,Peroxidases active site signature;;PS00435,,Peroxidases proximal heme-ligand signature
A1KKE0	
A1KKH3	
A1KKJ6	
A1KKJ8	
A1KKK8	
A1KKK9	PS51740,,SpoVT-AbrB domain profile
A1KKQ5	PS00631,,Cytosol aminopeptidase signature
A1KL43	PS51831,,HD domain profile
A1KLE1	PS00469,,Nucleoside diphosphate kinases active site
A1KLF8	PS50059,,FKBP-type peptidyl-prolyl cis-trans isomerase domain profile
A1KLQ3	PS50860,,Alanyl-transfer RNA synthetases family profile
A1KLT2	PS00144,,Asparaginase / glutaminase active site signature 1;;PS00103,,Purine/pyrimidine phosphoribosyl transferases signature
A1KLV6	PS51129,,PdxS/SNZ family profile;;PS01235,,PdxS/SNZ family signature
A1KMC6	PS50126,,S1 domain profile;;PS50084,,Type-1 KH domain profile
A1KMI1	PS01319,,Ribosome-binding factor A signature
A1KMI2	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS01176,,Initiation factor 2 signature
A1KML3	
A1KML5	
A1KMM4	
A1KMQ3	PS00732,,Ribosomal protein S16 signature
A1KMU5	
A1KMW6	PS00798,,Aldo/keto reductase family signature 1;;PS00063,,Aldo/keto reductase family putative active site signature;;PS00062,,Aldo/keto reductase family signature 2
A1KNQ0	PS00739,,S-adenosyl-L-homocysteine hydrolase signature 2;;PS00738,,S-adenosyl-L-homocysteine hydrolase signature 1
A1KP49	PS00767,,Tetrahydrofolate dehydrogenase/cyclohydrolase signature 2;;PS00766,,Tetrahydrofolate dehydrogenase/cyclohydrolase signature 1
A1KP65	
A1KPA9	PS00681,,Chaperonins cpn10 signature
A1KPC8	PS00710,,Phosphoglucomutase and phosphomannomutase phosphoserine signature
A1KPE4	PS50889,,S4 RNA-binding domain profile;;PS00632,,Ribosomal protein S4 signature
A1KPE8	PS50832,,S1 domain IF1 type profile
A1KPR8	PS01295,,4-diphosphocytidyl-2C-methyl-D-erythritol synthase signature
A1KPS2	PS51794,,Diadenylate cyclase (DAC) domain profile
A1KQF8	PS50156,,Sterol-sensing domain (SSD) profile
A1KQG0	PS50075,,Carrier protein (CP) domain profile;;PS00606,,Beta-ketoacyl synthases active site;;PS00012,,Phosphopantetheine attachment site
A1KQH3	PS51671,,ACT domain profile;;PS51171,,Prephenate dehydratase domain profile;;PS00858,,Prephenate dehydratase signature 2;;PS00857,,Prephenate dehydratase signature 1
A2RN46	
A2T9S8	
A3M1G4	
A3M8K2	PS51123,,OmpA-like domain profile;;PS01068,,OmpA-like domain
A4F5N2	
A4F5N9	
A4F5R2	
A4F5S3	
A4F5S9	
A4F5W8	
A4F5Z4	
A4F627	
A4F672	
A4F673	
A4F696	
A4F6D0	
A4F6H7	
A4F6I7	
A4F6L2	
A4F6R6	
A4F6T8	
A4F6U4	
A4F6X7	
A4F6Y5	
A4F709	
A4F741	
A4F749	PS00296,,Chaperonins cpn60 signature
A4F761	
A4F779	
A4F7E0	
A4F7G2	PS01064,,Pyridoxamine 5'-phosphate oxidase signature
A4F7J1	
A4F7L1	
A4F7L3	
A4F7T4	
A4F7U1	
A4F7V1	
A4F7Y7	
A4F7Z3	
A4F812	
A4F831	
A4F834	
A4F864	
A4F866	PS00830,,Prokaryotic transcription elongation factors signature 2;;PS00829,,Prokaryotic transcription elongation factors signature 1
A4F8H9	
A4F8K1	
A4F8L7	
A4F8M0	
A4F8N5	
A4F8P2	
A4F8P6	
A4F8Q6	
A4F8R2	PS00745,,Prokaryotic-type class I peptide chain release factors signature
A4F8W1	
A4F8X2	
A4F9A1	
A4F9C2	
A4F9D0	
A4F9K3	
A4F9L3	PS51881,,Obg C-terminal (OCT) domain profile;;PS51710,,OBG-type guanine nucleotide-binding (G) domain profile;;PS00905,,GTP1/OBG family signature
A4F9N4	
A4F9P6	
A4F9S0	
A4F9S9	
A4F9T1	PS01306,,Uncharacterized protein family UPF0054 signature
A4F9U5	
A4F9X1	
A4FA57	
A4FA64	
A4FA98	
A4FAC4	
A4FAD7	
A4FAF3	
A4FAH9	PS50163,,RecA family profile 2;;PS50162,,RecA family profile 1;;PS00321,,recA signature
A4FAK3	
A4FAK6	
A4FAP2	
A4FAP3	
A4FAT2	
A4FB27	
A4FBB3	
A4FBC4	
A4FBD3	PS50860,,Alanyl-transfer RNA synthetases family profile
A4FBI4	
A4FBP1	
A4FBQ8	
A4FBR0	
A4FBX6	PS00674,,AAA-protein family signature
A4FBY4	
A4FC08	
A4FC51	
A4FCQ4	
A4FCW1	
A4FD29	
A4FDM8	
A4FDV0	
A4FDV3	
A4FDX2	
A4FE67	
A4FEJ5	
A4FER8	
A4FES9	
A4FET2	
A4FEW8	
A4FF50	
A4FF68	
A4FF97	
A4FFD6	
A4FFJ7	
A4FFV0	
A4FG56	
A4FG72	
A4FGD8	
A4FGG8	
A4FGJ5	
A4FGJ7	
A4FH07	
A4FH16	
A4FH84	
A4FHF0	
A4FHI1	
A4FHN5	
A4FHR3	
A4FHU9	
A4FIF5	
A4FIQ4	
A4FIR1	PS50873,,Plant heme peroxidase family profile;;PS00436,,Peroxidases active site signature;;PS00435,,Peroxidases proximal heme-ligand signature
A4FJJ5	
A4FJU5	
A4FK75	
A4FKG8	
A4FKH5	
A4FKK6	
A4FKK9	
A4FKM7	
A4FKN3	
A4FKU9	
A4FKW8	
A4FKX2	
A4FKX6	
A4FL79	
A4FLD8	
A4FLI8	
A4FLP4	
A4FLT1	
A4FLT9	
A4FLU1	
A4FLU4	
A4FM34	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS01176,,Initiation factor 2 signature
A4FM62	
A4FMD6	PS01127,,Elongation factor Ts signature 2;;PS01126,,Elongation factor Ts signature 1
A4FME7	PS01015,,Ribosomal protein L19 signature
A4FMF1	PS00732,,Ribosomal protein S16 signature
A4FMJ9	
A4FML6	
A4FMN8	
A4FMQ3	
A4FMQ5	PS51851,,KARI C-terminal domain profile;;PS51850,,KARI N-terminal domain profile
A4FMR9	
A4FMU4	
A4FMU5	
A4FMY9	
A4FN01	
A4FN27	
A4FN29	PS00152,,ATP synthase alpha and beta subunits signature
A4FN31	
A4FN42	
A4FN70	
A4FN85	
A4FNA3	
A4FNB7	
A4FND0	
A4FNH5	
A4FNI7	PS51196,,SecA family profile;;PS01312,,SecA family signature
A4FNJ6	
A4FNK4	
A4FNL5	
A4FNN8	
A4FNQ9	
A4FNX4	
A4FP30	
A4FP45	
A4FP58	
A4FP59	
A4FP81	
A4FP82	
A4FP99	
A4FPA4	
A4FPA5	PS00296,,Chaperonins cpn60 signature
A4FPA6	
A4FPC7	
A4FPD9	
A4FPI2	
A4FPJ2	
A4FPL9	PS50823,,Type-2 KH domain profile;;PS00548,,Ribosomal protein S3 signature
A4FPM0	PS00464,,Ribosomal protein L22 signature
A4FPM6	PS00361,,Ribosomal protein S10 signature
A4FPM7	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
A4FPQ5	
A4FPS4	
A4FPS6	
A4FPT8	PS00535,,Respiratory chain NADH dehydrogenase 49 Kd subunit signature
A4FPT9	PS00542,,Respiratory chain NADH dehydrogenase 30 Kd subunit signature
A4FPW7	
A4FPX2	
A4FPY3	
A4FQ00	
A4FQ07	
A4FQ59	
A4FQ74	
A4FQE0	
A4FQE1	
A4FQF3	
A4FQL5	
A4FQP3	
A4FQQ3	
A4FQV0	
A4FQV7	PS00505,,Phosphoenolpyruvate carboxykinase (GTP) signature
A4FR03	
A4FR20	
A4FR32	PS01048,,Ribosomal protein S6 signature
A4FR37	
A4FR43	
A4FR48	
A4FR54	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
A4FR66	
A4GZC4	
A4VUK1	
A4VYN7	
A4VYQ9	PS50881,,S5 double stranded RNA-binding domain profile;;PS00585,,Ribosomal protein S5 signature
A4VZM2	
A4VZZ3	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
A4W6D5	PS01036,,Heat shock hsp70 proteins family signature 3;;PS00329,,Heat shock hsp70 proteins family signature 2;;PS00297,,Heat shock hsp70 proteins family signature 1
A5A547	
A5A6E0	
A5A6E1	
A5F2R1	
A5F2S8	
A5F5X0	
A5F5Y7	
A5TY85	PS50011,,Protein kinase domain profile;;PS00108,,Serine/Threonine protein kinases active-site signature;;PS00107,,Protein kinases ATP-binding region signature
A5U1J9	
A6QEJ9	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
A6QEK0	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
A6QES8	
A6QF82	PS00111,,Phosphoglycerate kinase signature
A6QFE3	PS00455,,Putative AMP-binding domain signature
A6QFH3	PS51463,,Glucose-6-phosphate isomerase family profile;;PS00765,,Phosphoglucose isomerase signature 1;;PS00174,,Phosphoglucose isomerase signature 2
A6QG89	
A6QGC0	PS51178,,PASTA domain profile;;PS50011,,Protein kinase domain profile;;PS00108,,Serine/Threonine protein kinases active-site signature;;PS00107,,Protein kinases ATP-binding region signature
A6QGJ4	PS00486,,DNA mismatch repair proteins mutS family signature
A6QGZ6	
A6QH73	PS01275,,Elongation factor P signature
A6QHF1	PS00830,,Prokaryotic transcription elongation factors signature 2;;PS00829,,Prokaryotic transcription elongation factors signature 1
A6QHF8	
A6QHI6	PS51881,,Obg C-terminal (OCT) domain profile;;PS51710,,OBG-type guanine nucleotide-binding (G) domain profile;;PS00905,,GTP1/OBG family signature
A6QHK1	PS00600,,Aminotransferases class-III pyridoxal-phosphate attachment site
A6QHK8	
A6QHX1	PS00532,,Phosphoenolpyruvate carboxykinase (ATP) signature
A6QIV7	PS00096,,Serine hydroxymethyltransferase pyridoxal-phosphate attachment site
A6QIW4	PS01143,,Ribosomal protein L31 signature
A6QJ77	PS00525,,Ribosomal protein L6 signature 1
A6QJ80	PS00358,,Ribosomal protein L5 signature
A6QJK3	PS51755,,OmpR/PhoB-type DNA-binding domain profile;;PS50110,,Response regulatory domain profile;;PS00230,,Neuraxin and MAP1B proteins repeated region signature
A6QJK4	PS50885,,HAMP domain profile;;PS50109,,Histidine kinase domain profile
A6QK93	PS00158,,Fructose-bisphosphate aldolase class-I active site
A6T6C0	
A6T751	
A6T8G6	
A6TDR7	
A6TEX7	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
A6TGC6	PS01143,,Ribosomal protein L31 signature
A6THD2	
A7FKP6	PS00175,,Phosphoglycerate mutase family phosphohistidine signature
A7HD43	PS50109,,Histidine kinase domain profile
A7HD44	PS50110,,Response regulatory domain profile
A7K468	
A7K6K8	
A7MRY4	PS50110,,Response regulatory domain profile;;PS50109,,Histidine kinase domain profile
A7MVC1	PS50894,,Histidine-containing phosphotransfer (HPt) domain profile
A7MVC2	PS50110,,Response regulatory domain profile;;PS50045,,Sigma-54 interaction domain profile;;PS00688,,Sigma-54 interaction domain C-terminal part signature;;PS00676,,Sigma-54 interaction domain ATP-binding region B signature;;PS00675,,Sigma-54 interaction domain ATP-binding region A signature
A7N3Z3	
A7N6S2	PS50110,,Response regulatory domain profile;;PS50109,,Histidine kinase domain profile
A7X5Y5	PS51755,,OmpR/PhoB-type DNA-binding domain profile;;PS50110,,Response regulatory domain profile;;PS00230,,Neuraxin and MAP1B proteins repeated region signature
A7X5Y6	PS50885,,HAMP domain profile;;PS50109,,Histidine kinase domain profile
A7Z0L6	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
A7Z0N4	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
A7Z0R1	PS50832,,S1 domain IF1 type profile
A7Z4N7	
A7Z4S1	PS01127,,Elongation factor Ts signature 2;;PS01126,,Elongation factor Ts signature 1
A7Z7J8	
A7Z8Y1	PS00164,,Enolase signature
A7ZPV7	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
A7ZR34	PS00111,,Phosphoglycerate kinase signature
A7ZRX6	
A7ZSL4	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
A8ACN8	PS00152,,ATP synthase alpha and beta subunits signature
A8AD18	PS51713,,Era-type guanine nucleotide-binding (G) domain profile;;PS50823,,Type-2 KH domain profile
A8AD67	PS00469,,Nucleoside diphosphate kinases active site
A8AG06	
A8AMQ1	PS01275,,Elongation factor P signature
A8ANQ0	
A8AQ65	PS00710,,Phosphoglucomutase and phosphomannomutase phosphoserine signature
A8AQK7	PS00056,,Ribosomal protein S17 signature
A8G8E8	
A9QSH6	
B0LF85	
B0R2Y8	
B0R319	
B0R347	
B0R351	
B0R396	
B0R3E7	
B0R3H4	PS01036,,Heat shock hsp70 proteins family signature 3;;PS00329,,Heat shock hsp70 proteins family signature 2;;PS00297,,Heat shock hsp70 proteins family signature 1
B0R3H6	PS01071,,grpE protein signature
B0R3L0	
B0R3T9	
B0R424	
B0R460	
B0R4A4	
B0R4C7	
B0R4C8	PS51476,,Proteasome beta-type subunit profile;;PS00854,,Proteasome beta-type subunits signature
B0R4E6	
B0R4G7	
B0R4K1	PS50110,,Response regulatory domain profile
B0R4M9	
B0R4U7	
B0R4X6	
B0R4Y1	
B0R4Y4	
B0R502	PS00469,,Nucleoside diphosphate kinases active site
B0R507	
B0R5A2	
B0R5B6	
B0R5T1	
B0R5V7	
B0R639	PS01193,,Ribosomal protein S8e signature
B0R656	PS00474,,Ribosomal protein L3 signature
B0R669	PS00358,,Ribosomal protein L5 signature
B0R673	
B0R6B9	
B0R6E4	
B0R6J7	
B0R6K8	
B0R6N0	
B0R6N9	
B0R6U9	
B0R6V4	
B0R716	
B0R718	
B0R730	
B0R733	
B0R740	
B0R758	
B0R761	
B0R7B7	
B0R7B9	
B0R7D2	
B0R7F9	
B0R7G0	
B0R7H4	
B0R7J8	
B0R7N5	
B0R7N9	
B0R7X8	PS01144,,Ribosomal protein L31e signature
B0R809	
B0R827	
B0R854	
B0R868	PS50296,,Translation initiation factor SUI1 family profile
B0R894	
B0R895	
B0R8C3	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
B0R8C8	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
B0R8D1	PS00055,,Ribosomal protein S12 signature
B0R9W9	
B0R9X0	
B0R9Z1	PS50112,,PAS repeat profile;;PS50111,,Bacterial chemotaxis sensory transducers domain profile;;PS00538,,Bacterial chemotaxis sensory transducers signature
B0RSD3	
B0RVK5	PS00710,,Phosphoglucomutase and phosphomannomutase phosphoserine signature
B0RY12	
B0VCC7	
B0VKB2	
B0VKC5	
B0VKH6	
B0VKN4	
B0VKN8	
B0VKV8	
B0VL30	
B0VL49	PS51471,,Fe(2+) 2-oxoglutarate dioxygenase domain profile
B0VLB4	
B0VLB7	
B0VLI7	
B0VLL5	
B0VLN6	
B0VLP7	
B0VLP9	
B0VLR9	
B0VLS2	
B0VLT3	
B0VLV5	
B0VLX0	
B0VLX4	PS00166,,Enoyl-CoA hydratase/isomerase signature;;PS00067,,3-hydroxyacyl-CoA dehydrogenase signature
B0VLX9	
B0VLY6	
B0VLZ5	
B0VM09	PS00057,,Ribosomal protein S18 signature
B0VM15	
B0VM17	
B0VM27	
B0VM34	
B0VM40	
B0VM41	
B0VM47	
B0VM50	
B0VM65	
B0VM70	
B0VM78	
B0VMA3	PS00359,,Ribosomal protein L11 signature
B0VMG0	
B0VMK3	
B0VMK6	
B0VMK7	
B0VMM1	
B0VMQ4	
B0VMU1	
B0VMU5	
B0VMV0	
B0VMX7	
B0VMY0	
B0VMZ1	
B0VN00	
B0VN01	
B0VN09	
B0VN34	
B0VN61	
B0VN84	
B0VNB3	
B0VNB8	
B0VND0	PS51349,,FMN-dependent alpha-hydroxy acid dehydrogenase domain profile;;PS00557,,FMN-dependent alpha-hydroxy acid dehydrogenases active site
B0VND4	
B0VNF4	
B0VNK2	
B0VNK4	PS00152,,ATP synthase alpha and beta subunits signature
B0VNK8	
B0VNW5	
B0VNW6	
B0VNW9	
B0VNX2	
B0VP28	
B0VP32	
B0VP39	
B0VP54	
B0VP87	
B0VP88	
B0VP98	
B0VPA7	
B0VPB1	
B0VPD8	
B0VPF0	
B0VPG4	PS01348,,MraY family signature 2;;PS01347,,MraY family signature 1
B0VPG9	
B0VPH0	
B0VPH3	
B0VPK0	
B0VPK8	
B0VPL2	
B0VPL3	
B0VPL4	
B0VPN2	PS00789,,Chorismate synthase signature 3;;PS00788,,Chorismate synthase signature 2;;PS00787,,Chorismate synthase signature 1
B0VPS1	
B0VPZ3	
B0VQ03	
B0VQ05	
B0VQ41	
B0VQ52	
B0VQ53	
B0VQ75	
B0VQ84	
B0VQ97	
B0VQI4	PS00164,,Enolase signature
B0VQI5	
B0VQI6	PS51273,,Glutamine amidotransferase type 1 domain profile
B0VQJ8	
B0VQK7	
B0VQL2	
B0VQM1	
B0VQN1	
B0VQV5	
B0VQW4	
B0VQX4	
B0VQZ5	
B0VR06	
B0VR12	
B0VR17	
B0VR18	
B0VR25	
B0VR59	
B0VR79	
B0VRB4	
B0VRC9	
B0VRD1	
B0VRG2	
B0VRH0	
B0VRH4	
B0VRH6	
B0VRJ0	
B0VRK6	
B0VRK7	PS51387,,PCMH-type FAD-binding domain profile
B0VRK9	
B0VRL3	
B0VRL9	
B0VRN3	
B0VRN5	
B0VRN8	
B0VRN9	
B0VRW1	
B0VRX0	
B0VRX4	
B0VRZ6	
B0VS13	PS00571,,Amidases signature
B0VSA2	
B0VSA6	
B0VSB0	
B0VSC3	
B0VSC6	
B0VSC7	
B0VSG3	
B0VSH0	
B0VSK6	
B0VSK9	
B0VSL1	
B0VSM6	
B0VSP4	PS00681,,Chaperonins cpn10 signature
B0VSP5	PS00296,,Chaperonins cpn60 signature
B0VSP8	
B0VSR1	
B0VT26	
B0VT30	PS01326,,Diaminopimelate epimerase signature
B0VT37	
B0VT43	
B0VT50	
B0VT51	
B0VT70	
B0VT89	
B0VTA3	
B0VTE3	
B0VTE4	
B0VTE7	
B0VTF2	
B0VTG3	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
B0VTG4	PS00052,,Ribosomal protein S7 signature
B0VTG5	PS00055,,Ribosomal protein S12 signature
B0VTG6	
B0VTG7	
B0VTK7	
B0VTL0	
B0VTL8	
B0VTN8	
B0VTP6	
B0VTQ1	PS51710,,OBG-type guanine nucleotide-binding (G) domain profile;;PS00905,,GTP1/OBG family signature
B0VTR7	
B0VTW8	
B0VTY1	
B0VTY5	
B0VU03	
B0VU34	
B0VU36	
B0VU39	
B0VU92	PS00600,,Aminotransferases class-III pyridoxal-phosphate attachment site
B0VUG0	
B0VUH1	
B0VUQ9	PS00907,,Uroporphyrinogen decarboxylase signature 2;;PS00906,,Uroporphyrinogen decarboxylase signature 1
B0VUR7	
B0VUS6	
B0VUT0	
B0VUT7	
B0VUU5	
B0VUU9	
B0VUW0	
B0VUW1	PS01127,,Elongation factor Ts signature 2;;PS01126,,Elongation factor Ts signature 1
B0VUX3	
B0VV27	
B0VV34	
B0VVA3	
B0VVG9	
B1LJZ7	
B1XHQ1	
