Protein	Family,,Description,,Region
A0A0H3M1U6	N/A,,N/A,,N/A
A0A0H3M1X8	N/A,,N/A,,N/A
A0A0H3M1Y5	N/A,,N/A,,N/A
A0A0H3M204	N/A,,N/A,,N/A
A0A0H3M210	N/A,,N/A,,N/A
A0A0H3M225	N/A,,N/A,,N/A
A0A0H3M245	N/A,,N/A,,N/A
A0A0H3M263	N/A,,N/A,,N/A
A0A0H3M2A5	N/A,,N/A,,N/A
A0A0H3M2C1	N/A,,N/A,,N/A
A0A0H3M2C2	N/A,,N/A,,N/A
A0A0H3M2D9	N/A,,N/A,,N/A
A0A0H3M2E0	N/A,,N/A,,N/A
A0A0H3M2E1	N/A,,N/A,,N/A
A0A0H3M2E5	N/A,,N/A,,N/A
A0A0H3M2E7	N/A,,N/A,,N/A
A0A0H3M2G7	N/A,,N/A,,N/A
A0A0H3M2H1	N/A,,N/A,,N/A
A0A0H3M2H3	N/A,,N/A,,N/A
A0A0H3M2H5	N/A,,N/A,,N/A
A0A0H3M2I6	N/A,,N/A,,N/A
A0A0H3M2K4	N/A,,N/A,,N/A
A0A0H3M2K8	N/A,,N/A,,N/A
A0A0H3M2M1	N/A,,N/A,,N/A
A0A0H3M2N0	N/A,,N/A,,N/A
A0A0H3M2Q0	N/A,,N/A,,N/A
A0A0H3M2R5	N/A,,N/A,,N/A
A0A0H3M2S1	N/A,,N/A,,N/A
A0A0H3M2S6	N/A,,N/A,,N/A
A0A0H3M2T4	N/A,,N/A,,N/A
A0A0H3M2U2	N/A,,N/A,,N/A
A0A0H3M2V0	N/A,,N/A,,N/A
A0A0H3M2W3	N/A,,N/A,,N/A
A0A0H3M310	N/A,,N/A,,N/A
A0A0H3M322	N/A,,N/A,,N/A
A0A0H3M336	N/A,,N/A,,N/A
A0A0H3M338	N/A,,N/A,,N/A
A0A0H3M349	N/A,,N/A,,N/A
A0A0H3M363	N/A,,N/A,,N/A
A0A0H3M375	N/A,,N/A,,N/A
A0A0H3M379	N/A,,N/A,,N/A
A0A0H3M380	N/A,,N/A,,N/A
A0A0H3M389	N/A,,N/A,,N/A
A0A0H3M3A0	N/A,,N/A,,N/A
A0A0H3M3A7	N/A,,N/A,,N/A
A0A0H3M3B6	N/A,,N/A,,N/A
A0A0H3M3C6	N/A,,N/A,,N/A
A0A0H3M3E7	N/A,,N/A,,N/A
A0A0H3M3F1	N/A,,N/A,,N/A
A0A0H3M3F6	N/A,,N/A,,N/A
A0A0H3M3G2	N/A,,N/A,,N/A
A0A0H3M3G7	N/A,,N/A,,N/A
A0A0H3M3I2	N/A,,N/A,,N/A
A0A0H3M3L4	N/A,,N/A,,N/A
A0A0H3M3M4	N/A,,N/A,,N/A
A0A0H3M3M8	N/A,,N/A,,N/A
A0A0H3M3P3	N/A,,N/A,,N/A
A0A0H3M3P5	N/A,,N/A,,N/A
A0A0H3M3R1	N/A,,N/A,,N/A
A0A0H3M3R7	N/A,,N/A,,N/A
A0A0H3M3S8	N/A,,N/A,,N/A
A0A0H3M3V5	N/A,,N/A,,N/A
A0A0H3M429	N/A,,N/A,,N/A
A0A0H3M454	N/A,,N/A,,N/A
A0A0H3M469	N/A,,N/A,,N/A
A0A0H3M480	N/A,,N/A,,N/A
A0A0H3M499	N/A,,N/A,,N/A
A0A0H3M4A3	N/A,,N/A,,N/A
A0A0H3M4A6	N/A,,N/A,,N/A
A0A0H3M4A7	N/A,,N/A,,N/A
A0A0H3M4G7	N/A,,N/A,,N/A
A0A0H3M4G9	N/A,,N/A,,N/A
A0A0H3M4H4	N/A,,N/A,,N/A
A0A0H3M4H7	N/A,,N/A,,N/A
A0A0H3M4J7	N/A,,N/A,,N/A
A0A0H3M4J8	N/A,,N/A,,N/A
A0A0H3M4M1	N/A,,N/A,,N/A
A0A0H3M4M5	N/A,,N/A,,N/A
A0A0H3M4P2	N/A,,N/A,,N/A
A0A0H3M4T3	N/A,,N/A,,N/A
A0A0H3M4U0	N/A,,N/A,,N/A
A0A0H3M4U3	N/A,,N/A,,N/A
A0A0H3M4X4	N/A,,N/A,,N/A
A0A0H3M4Y2	N/A,,N/A,,N/A
A0A0H3M4Z4	N/A,,N/A,,N/A
A0A0H3M520	N/A,,N/A,,N/A
A0A0H3M565	N/A,,N/A,,N/A
A0A0H3M566	N/A,,N/A,,N/A
A0A0H3M589	N/A,,N/A,,N/A
A0A0H3M591	N/A,,N/A,,N/A
A0A0H3M597	N/A,,N/A,,N/A
A0A0H3M5C2	N/A,,N/A,,N/A
A0A0H3M5G6	N/A,,N/A,,N/A
A0A0H3M5I0	N/A,,N/A,,N/A
A0A0H3M5I9	N/A,,N/A,,N/A
A0A0H3M5J1	N/A,,N/A,,N/A
A0A0H3M5J3	N/A,,N/A,,N/A
A0A0H3M5J6	N/A,,N/A,,N/A
A0A0H3M5K2	N/A,,N/A,,N/A
A0A0H3M5L8	N/A,,N/A,,N/A
A0A0H3M5M1	N/A,,N/A,,N/A
A0A0H3M5N5	N/A,,N/A,,N/A
A0A0H3M5N6	N/A,,N/A,,N/A
A0A0H3M5P8	N/A,,N/A,,N/A
A0A0H3M5S4	N/A,,N/A,,N/A
A0A0H3M5S8	N/A,,N/A,,N/A
A0A0H3M5T7	N/A,,N/A,,N/A
A0A0H3M5V0	N/A,,N/A,,N/A
A0A0H3M5V1	N/A,,N/A,,N/A
A0A0H3M5V7	N/A,,N/A,,N/A
A0A0H3M5W6	N/A,,N/A,,N/A
A0A0H3M5X7	N/A,,N/A,,N/A
A0A0H3M5Z5	N/A,,N/A,,N/A
A0A0H3M5Z7	N/A,,N/A,,N/A
A0A0H3M610	N/A,,N/A,,N/A
A0A0H3M624	N/A,,N/A,,N/A
A0A0H3M638	N/A,,N/A,,N/A
A0A0H3M639	N/A,,N/A,,N/A
A0A0H3M647	N/A,,N/A,,N/A
A0A0H3M648	N/A,,N/A,,N/A
A0A0H3M677	N/A,,N/A,,N/A
A0A0H3M694	N/A,,N/A,,N/A
A0A0H3M6A1	N/A,,N/A,,N/A
A0A0H3M6B2	N/A,,N/A,,N/A
A0A0H3M6B9	N/A,,N/A,,N/A
A0A0H3M6E1	N/A,,N/A,,N/A
A0A0H3M6F5	N/A,,N/A,,N/A
A0A0H3M6H3	N/A,,N/A,,N/A
A0A0H3M6I8	N/A,,N/A,,N/A
A0A0H3M6I9	N/A,,N/A,,N/A
A0A0H3M6J3	N/A,,N/A,,N/A
A0A0H3M6L3	N/A,,N/A,,N/A
A0A0H3M6N8	N/A,,N/A,,N/A
A0A0H3M6Q0	N/A,,N/A,,N/A
A0A0H3M6S7	N/A,,N/A,,N/A
A0A0H3M6T3	N/A,,N/A,,N/A
A0A0H3M6U0	N/A,,N/A,,N/A
A0A0H3M6U5	N/A,,N/A,,N/A
A0A0H3M6U9	N/A,,N/A,,N/A
A0A0H3M6V0	N/A,,N/A,,N/A
A0A0H3M6W3	N/A,,N/A,,N/A
A0A0H3M6Y7	N/A,,N/A,,N/A
A0A0H3M6Y9	N/A,,N/A,,N/A
A0A0H3M714	N/A,,N/A,,N/A
A0A0H3M719	N/A,,N/A,,N/A
A0A0H3M729	N/A,,N/A,,N/A
A0A0H3M737	N/A,,N/A,,N/A
A0A0H3M741	N/A,,N/A,,N/A
A0A0H3M745	N/A,,N/A,,N/A
A0A0H3M746	N/A,,N/A,,N/A
A0A0H3M751	N/A,,N/A,,N/A
A0A0H3M760	N/A,,N/A,,N/A
A0A0H3M763	N/A,,N/A,,N/A
A0A0H3M781	N/A,,N/A,,N/A
A0A0H3M782	N/A,,N/A,,N/A
A0A0H3M795	N/A,,N/A,,N/A
A0A0H3M7A7	N/A,,N/A,,N/A
A0A0H3M7A9	N/A,,N/A,,N/A
A0A0H3M7E0	N/A,,N/A,,N/A
A0A0H3M7E1	N/A,,N/A,,N/A
A0A0H3M7E6	N/A,,N/A,,N/A
A0A0H3M7F4	N/A,,N/A,,N/A
A0A0H3M7F7	N/A,,N/A,,N/A
A0A0H3M7G2	N/A,,N/A,,N/A
A0A0H3M7I8	N/A,,N/A,,N/A
A0A0H3M7K2	N/A,,N/A,,N/A
A0A0H3M7L7	N/A,,N/A,,N/A
A0A0H3M7N1	N/A,,N/A,,N/A
A0A0H3M7N2	N/A,,N/A,,N/A
A0A0H3M7R2	N/A,,N/A,,N/A
A0A0H3M7R3	N/A,,N/A,,N/A
A0A0H3M7R8	N/A,,N/A,,N/A
A0A0H3M7S4	N/A,,N/A,,N/A
A0A0H3M7T9	N/A,,N/A,,N/A
A0A0H3M7U1	N/A,,N/A,,N/A
A0A0H3M7U4	N/A,,N/A,,N/A
A0A0H3M7V7	N/A,,N/A,,N/A
A0A0H3M7V8	N/A,,N/A,,N/A
A0A0H3M7W0	N/A,,N/A,,N/A
A0A0H3M7W2	N/A,,N/A,,N/A
A0A0H3M7W9	N/A,,N/A,,N/A
A0A0H3M7X4	N/A,,N/A,,N/A
A0A0H3M7Y1	N/A,,N/A,,N/A
A0A0H3M807	N/A,,N/A,,N/A
A0A0H3M808	N/A,,N/A,,N/A
A0A0H3M812	N/A,,N/A,,N/A
A0A0H3M819	N/A,,N/A,,N/A
A0A0H3M828	N/A,,N/A,,N/A
A0A0H3M839	N/A,,N/A,,N/A
A0A0H3M854	N/A,,N/A,,N/A
A0A0H3M855	N/A,,N/A,,N/A
A0A0H3M872	N/A,,N/A,,N/A
A0A0H3M887	N/A,,N/A,,N/A
A0A0H3M8B0	N/A,,N/A,,N/A
A0A0H3M8B1	N/A,,N/A,,N/A
A0A0H3M8B9	N/A,,N/A,,N/A
A0A0H3M8C2	N/A,,N/A,,N/A
A0A0H3M8C4	N/A,,N/A,,N/A
A0A0H3M8D6	N/A,,N/A,,N/A
A0A0H3M8D8	N/A,,N/A,,N/A
A0A0H3M8D9	N/A,,N/A,,N/A
A0A0H3M8G7	N/A,,N/A,,N/A
A0A0H3M8I0	N/A,,N/A,,N/A
A0A0H3M8I5	N/A,,N/A,,N/A
A0A0H3M8I8	N/A,,N/A,,N/A
A0A0H3M8J5	N/A,,N/A,,N/A
A0A0H3M8L2	N/A,,N/A,,N/A
A0A0H3M8M4	N/A,,N/A,,N/A
A0A0H3M8M5	N/A,,N/A,,N/A
A0A0H3M8N3	N/A,,N/A,,N/A
A0A0H3M8R2	N/A,,N/A,,N/A
A0A0H3M8R9	N/A,,N/A,,N/A
A0A0H3M8S5	N/A,,N/A,,N/A
A0A0H3M8T0	N/A,,N/A,,N/A
A0A0H3M8T6	N/A,,N/A,,N/A
A0A0H3M8U8	N/A,,N/A,,N/A
A0A0H3M8V5	N/A,,N/A,,N/A
A0A0H3M8V9	N/A,,N/A,,N/A
A0A0H3M8W1	N/A,,N/A,,N/A
A0A0H3M902	N/A,,N/A,,N/A
A0A0H3M918	N/A,,N/A,,N/A
A0A0H3M924	N/A,,N/A,,N/A
A0A0H3M938	N/A,,N/A,,N/A
A0A0H3M941	N/A,,N/A,,N/A
A0A0H3M949	N/A,,N/A,,N/A
A0A0H3M957	N/A,,N/A,,N/A
A0A0H3M966	N/A,,N/A,,N/A
A0A0H3M967	N/A,,N/A,,N/A
A0A0H3M978	N/A,,N/A,,N/A
A0A0H3M9A4	N/A,,N/A,,N/A
A0A0H3M9A9	N/A,,N/A,,N/A
A0A0H3M9B4	N/A,,N/A,,N/A
A0A0H3M9D1	N/A,,N/A,,N/A
A0A0H3M9E6	N/A,,N/A,,N/A
A0A0H3M9F1	N/A,,N/A,,N/A
A0A0H3M9G9	N/A,,N/A,,N/A
A0A0H3M9I9	N/A,,N/A,,N/A
A0A0H3M9N5	N/A,,N/A,,N/A
A0A0H3M9Q6	N/A,,N/A,,N/A
A0A0H3M9R4	N/A,,N/A,,N/A
A0A0H3M9R5	N/A,,N/A,,N/A
A0A0H3M9U0	N/A,,N/A,,N/A
A0A0H3M9U1	N/A,,N/A,,N/A
A0A0H3M9U9	N/A,,N/A,,N/A
A0A0H3M9V1	N/A,,N/A,,N/A
A0A0H3M9W9	N/A,,N/A,,N/A
A0A0H3M9X1	N/A,,N/A,,N/A
A0A0H3M9X2	N/A,,N/A,,N/A
A0A0H3M9X3	N/A,,N/A,,N/A
A0A0H3M9Y5	N/A,,N/A,,N/A
A0A0H3M9Y6	N/A,,N/A,,N/A
A0A0H3M9Z4	N/A,,N/A,,N/A
A0A0H3M9Z9	N/A,,N/A,,N/A
A0A0H3MA19	N/A,,N/A,,N/A
A0A0H3MA24	N/A,,N/A,,N/A
A0A0H3MA47	N/A,,N/A,,N/A
A0A0H3MA58	N/A,,N/A,,N/A
A0A0H3MA65	N/A,,N/A,,N/A
A0A0H3MA76	N/A,,N/A,,N/A
A0A0H3MA81	N/A,,N/A,,N/A
A0A0H3MAA5	N/A,,N/A,,N/A
A0A0H3MAA7	N/A,,N/A,,N/A
A0A0H3MAB7	N/A,,N/A,,N/A
A0A0H3MAC0	N/A,,N/A,,N/A
A0A0H3MAC3	N/A,,N/A,,N/A
A0A0H3MAD3	N/A,,N/A,,N/A
A0A0H3MAE6	N/A,,N/A,,N/A
A0A0H3MAE7	N/A,,N/A,,N/A
A0A0H3MAE9	N/A,,N/A,,N/A
A0A0H3MAF8	N/A,,N/A,,N/A
A0A0H3MAG0	N/A,,N/A,,N/A
A0A0H3MAG2	N/A,,N/A,,N/A
A0A0H3MAG4	N/A,,N/A,,N/A
A0A0H3MAG8	N/A,,N/A,,N/A
A0A0H3MAH9	N/A,,N/A,,N/A
A0A0H3MAK0	N/A,,N/A,,N/A
A0A0H3MAK2	N/A,,N/A,,N/A
A0A0H3MAK4	N/A,,N/A,,N/A
A0A0H3MAK5	N/A,,N/A,,N/A
A0A0H3MAK6	N/A,,N/A,,N/A
A0A0H3MAL0	N/A,,N/A,,N/A
A0A0H3MAQ9	N/A,,N/A,,N/A
A0A0H3MAR7	N/A,,N/A,,N/A
A0A0H3MAR8	N/A,,N/A,,N/A
A0A0H3MAT3	N/A,,N/A,,N/A
A0A0H3MAU2	N/A,,N/A,,N/A
A0A0H3MAU9	N/A,,N/A,,N/A
A0A0H3MAV4	N/A,,N/A,,N/A
A0A0H3MAV9	N/A,,N/A,,N/A
A0A0H3MAW1	N/A,,N/A,,N/A
A0A0H3MAW6	N/A,,N/A,,N/A
A0A0H3MB17	N/A,,N/A,,N/A
A0A0H3MB30	N/A,,N/A,,N/A
A0A0H3MB40	N/A,,N/A,,N/A
A0A0H3MB56	N/A,,N/A,,N/A
A0A0H3MB60	N/A,,N/A,,N/A
A0A0H3MB66	N/A,,N/A,,N/A
A0A0H3MB70	N/A,,N/A,,N/A
A0A0H3MB83	N/A,,N/A,,N/A
A0A0H3MB89	N/A,,N/A,,N/A
A0A0H3MB94	N/A,,N/A,,N/A
A0A0H3MBD1	N/A,,N/A,,N/A
A0A0H3MBD5	N/A,,N/A,,N/A
A0A0H3MBE3	N/A,,N/A,,N/A
A0A0H3MBF0	N/A,,N/A,,N/A
A0A0H3MBG5	N/A,,N/A,,N/A
A0A0H3MBG7	N/A,,N/A,,N/A
A0A0H3MBJ4	N/A,,N/A,,N/A
A0A0H3MBK0	N/A,,N/A,,N/A
A0A0H3MBK5	N/A,,N/A,,N/A
A0A0H3MBL6	N/A,,N/A,,N/A
A0A0H3MBN3	N/A,,N/A,,N/A
A0A0H3MBP1	N/A,,N/A,,N/A
A0A0H3MBR3	N/A,,N/A,,N/A
A0A0H3MBS4	N/A,,N/A,,N/A
A0A0H3MBT3	N/A,,N/A,,N/A
A0A0H3MBU7	N/A,,N/A,,N/A
A0A0H3MBV8	N/A,,N/A,,N/A
A0A0H3MBW3	N/A,,N/A,,N/A
A0A0H3MBX2	N/A,,N/A,,N/A
A0A0H3MBX6	N/A,,N/A,,N/A
A0A0H3MBZ0	N/A,,N/A,,N/A
A0A0H3MBZ9	N/A,,N/A,,N/A
A0A0H3MC10	N/A,,N/A,,N/A
A0A0H3MC15	N/A,,N/A,,N/A
A0A0H3MC20	N/A,,N/A,,N/A
A0A0H3MC34	N/A,,N/A,,N/A
A0A0H3MC44	N/A,,N/A,,N/A
A0A0H3MC47	N/A,,N/A,,N/A
A0A0H3MC48	N/A,,N/A,,N/A
A0A0H3MC59	N/A,,N/A,,N/A
A0A0H3MC64	N/A,,N/A,,N/A
A0A0H3MC72	N/A,,N/A,,N/A
A0A0H3MCA7	N/A,,N/A,,N/A
A0A0H3MCC0	N/A,,N/A,,N/A
A0A0H3MCD2	N/A,,N/A,,N/A
A0A0H3MCE9	N/A,,N/A,,N/A
A0A0H3MCF3	N/A,,N/A,,N/A
A0A0H3MCH2	N/A,,N/A,,N/A
A0A0H3MCI2	N/A,,N/A,,N/A
A0A0H3MCI6	N/A,,N/A,,N/A
A0A0H3MCK0	N/A,,N/A,,N/A
A0A0H3MCL7	N/A,,N/A,,N/A
A0A0H3MCP0	N/A,,N/A,,N/A
A0A0H3MCQ3	N/A,,N/A,,N/A
A0A0H3MCR5	N/A,,N/A,,N/A
A0A0H3MCS0	N/A,,N/A,,N/A
A0A0H3MCU0	N/A,,N/A,,N/A
A0A0H3MCV3	N/A,,N/A,,N/A
A0A0H3MCW1	N/A,,N/A,,N/A
A0A0H3MCX2	N/A,,N/A,,N/A
A0A0H3MCY2	N/A,,N/A,,N/A
A0A0H3MCY6	N/A,,N/A,,N/A
A0A0H3MD07	N/A,,N/A,,N/A
A0A0H3MD15	N/A,,N/A,,N/A
A0A0H3MD23	N/A,,N/A,,N/A
A0A0H3MD27	N/A,,N/A,,N/A
A0A0H3MD57	N/A,,N/A,,N/A
A0A0H3MD60	N/A,,N/A,,N/A
A0A0H3MD77	N/A,,N/A,,N/A
A0A0H3MDA4	N/A,,N/A,,N/A
A0A0H3MDB6	N/A,,N/A,,N/A
A0A0H3MDF0	N/A,,N/A,,N/A
A0A0H3MDF4	N/A,,N/A,,N/A
A0A0H3MDG1	N/A,,N/A,,N/A
A0A0H3MDI0	N/A,,N/A,,N/A
A0A0H3MDJ0	N/A,,N/A,,N/A
A0A0H3MDJ5	N/A,,N/A,,N/A
A0A0H3MDN1	N/A,,N/A,,N/A
A0A0H3MDN2	N/A,,N/A,,N/A
A0A0H3MDQ0	N/A,,N/A,,N/A
A0A0H3MDQ6	N/A,,N/A,,N/A
A0A0H3MDR2	N/A,,N/A,,N/A
A0A0H3MDR9	N/A,,N/A,,N/A
A0A0H3MDS3	N/A,,N/A,,N/A
A0A0H3MDU1	N/A,,N/A,,N/A
A0A0H3MDV3	N/A,,N/A,,N/A
A0A0H3MDW6	N/A,,N/A,,N/A
A0A0H3MDX0	N/A,,N/A,,N/A
A0A0H3MDX6	N/A,,N/A,,N/A
A0A0H3ME13	N/A,,N/A,,N/A
A0A0H3ME35	N/A,,N/A,,N/A
A0A0H3ME37	N/A,,N/A,,N/A
A0A0H3ME46	N/A,,N/A,,N/A
A0A0H3ME51	N/A,,N/A,,N/A
A0A0H3ME56	N/A,,N/A,,N/A
A0A0H3ME82	N/A,,N/A,,N/A
A0A0H3ME92	N/A,,N/A,,N/A
A0A0H3MEA0	N/A,,N/A,,N/A
A0A0H3MEB7	N/A,,N/A,,N/A
A0A0H3MED5	N/A,,N/A,,N/A
A0A0H3MEG2	N/A,,N/A,,N/A
A0A0H3MEH0	N/A,,N/A,,N/A
A0A0H3MEH6	N/A,,N/A,,N/A
A0A0H3MEN6	N/A,,N/A,,N/A
A0A0H3MEN7	N/A,,N/A,,N/A
A0A0H3MEQ5	N/A,,N/A,,N/A
A0A0H3MET2	N/A,,N/A,,N/A
A0A0H3MEV1	N/A,,N/A,,N/A
A0A0H3MEX2	N/A,,N/A,,N/A
A0A0H3MF00	N/A,,N/A,,N/A
A0A0H3MF18	N/A,,N/A,,N/A
A0A0H3MF83	N/A,,N/A,,N/A
A0A0H3MFB2	N/A,,N/A,,N/A
A0A0H3MFE2	N/A,,N/A,,N/A
A0A0H3MFE4	N/A,,N/A,,N/A
A0A0H3MFG4	N/A,,N/A,,N/A
A0A0H3MFH8	N/A,,N/A,,N/A
A0A0H3MFK2	N/A,,N/A,,N/A
A0A0H3MFQ3	N/A,,N/A,,N/A
A0A0H3MFQ9	N/A,,N/A,,N/A
A0A0H3MFR0	N/A,,N/A,,N/A
A0A0H3MFR6	N/A,,N/A,,N/A
A0A0H3MFV3	N/A,,N/A,,N/A
A0A0H3MFX3	N/A,,N/A,,N/A
A0A0H3MFX4	N/A,,N/A,,N/A
A0A0H3MFY3	N/A,,N/A,,N/A
A0A0H3MG92	N/A,,N/A,,N/A
A0A0H3MGE2	N/A,,N/A,,N/A
A0A0H3MGI9	N/A,,N/A,,N/A
A0A0H3MGQ7	N/A,,N/A,,N/A
A0A0H3MGR2	N/A,,N/A,,N/A
A0A0H3MGY7	N/A,,N/A,,N/A
A0A0H3MH40	N/A,,N/A,,N/A
A0A0H3MH77	N/A,,N/A,,N/A
A0A0H3MH87	N/A,,N/A,,N/A
A0A0H3MH99	N/A,,N/A,,N/A
A0A0H3MHD1	N/A,,N/A,,N/A
A0A0H3MHD6	N/A,,N/A,,N/A
A0A0H3MHF4	N/A,,N/A,,N/A
A0A0H3MHJ0	N/A,,N/A,,N/A
A0A0H3MHJ6	N/A,,N/A,,N/A
A0A0H3MHS0	N/A,,N/A,,N/A
A0A0H3MHY3	N/A,,N/A,,N/A
A0A0H3MI19	N/A,,N/A,,N/A
A0A0H3MI44	N/A,,N/A,,N/A
A0A0H3MI89	N/A,,N/A,,N/A
A0A0H3MIE5	N/A,,N/A,,N/A
A0A0H3MIH3	N/A,,N/A,,N/A
A0A0H3MII2	N/A,,N/A,,N/A
A0A0H3MIK1	N/A,,N/A,,N/A
A0A0H3MJ62	N/A,,N/A,,N/A
A0A0H3MJ88	N/A,,N/A,,N/A
A0A0H3MJA4	N/A,,N/A,,N/A
A0A0H3MJE2	N/A,,N/A,,N/A
A0A0H3MJE7	N/A,,N/A,,N/A
A0A0H3MJH3	N/A,,N/A,,N/A
A0A0J4N9D7	N/A,,N/A,,N/A
A0A0J4RI30	N/A,,N/A,,N/A
A0A0J4TJB2	N/A,,N/A,,N/A
A0A0J5CNL8	N/A,,N/A,,N/A
A0A0J6UPB2	N/A,,N/A,,N/A
A0A0J9WZ66	N/A,,N/A,,N/A
A0A0N0VCJ2	N/A,,N/A,,N/A
A0A0N7KW54	N/A,,N/A,,N/A
A0A0P0YPS5	N/A,,N/A,,N/A
A0A0P0YPU6	N/A,,N/A,,N/A
A0A0P0YPV3	N/A,,N/A,,N/A
A0A0P0YQF2	N/A,,N/A,,N/A
A0A0U5RPV0	N/A,,N/A,,N/A
A0A0U5RZY5	N/A,,N/A,,N/A
A0A0U5TCV6	N/A,,N/A,,N/A
A0A0U8IEL9	N/A,,N/A,,N/A
A0A0V9SPI3	N/A,,N/A,,N/A
A0A0W8AWL7	N/A,,N/A,,N/A
A0A140NDN5	N/A,,N/A,,N/A
A0A140NDN6	N/A,,N/A,,N/A
A0A140NDV1	N/A,,N/A,,N/A
A0A160PV21	N/A,,N/A,,N/A
A0A169AX83	N/A,,N/A,,N/A
A0A193SCD4	N/A,,N/A,,N/A
A0A1C0C6X9	N/A,,N/A,,N/A
A0A1C0DP85	N/A,,N/A,,N/A
A0A1C0DZB6	N/A,,N/A,,N/A
A0A1C0KL46	N/A,,N/A,,N/A
A0A1C0PG74	N/A,,N/A,,N/A
A0A1C0RDT3	N/A,,N/A,,N/A
A0A1C3HJY9	N/A,,N/A,,N/A
A0A1C3PX33	N/A,,N/A,,N/A
A0A1J7G277	N/A,,N/A,,N/A
A0A1J7W1Z7	N/A,,N/A,,N/A
A0A1J7WFJ7	N/A,,N/A,,N/A
A0A1L9C1G9	N/A,,N/A,,N/A
A0A1L9C1T0	N/A,,N/A,,N/A
A0A1L9C1T3	N/A,,N/A,,N/A
A0A1L9C1T4	N/A,,N/A,,N/A
A0A1L9C1U6	N/A,,N/A,,N/A
A0A1L9C1W0	N/A,,N/A,,N/A
A0A1L9C1W6	N/A,,N/A,,N/A
A0A1L9C1Z1	N/A,,N/A,,N/A
A0A1L9C1Z3	N/A,,N/A,,N/A
A0A1L9C200	N/A,,N/A,,N/A
A0A1L9C223	N/A,,N/A,,N/A
A0A1L9C250	N/A,,N/A,,N/A
A0A1L9C283	N/A,,N/A,,N/A
A0A1L9C285	N/A,,N/A,,N/A
A0A1L9C287	N/A,,N/A,,N/A
A0A1L9C2B1	N/A,,N/A,,N/A
A0A1L9C2B8	N/A,,N/A,,N/A
A0A1L9C2B9	N/A,,N/A,,N/A
A0A1L9C2K4	N/A,,N/A,,N/A
A0A1L9C2L4	N/A,,N/A,,N/A
A0A1L9C2M6	N/A,,N/A,,N/A
A0A1L9C2R5	N/A,,N/A,,N/A
A0A1L9C2S5	N/A,,N/A,,N/A
A0A1L9C2T8	N/A,,N/A,,N/A
A0A1L9C2Y6	N/A,,N/A,,N/A
A0A1L9C305	N/A,,N/A,,N/A
A0A1L9C310	N/A,,N/A,,N/A
A0A1L9C334	N/A,,N/A,,N/A
A0A1L9C366	N/A,,N/A,,N/A
A0A1L9C372	N/A,,N/A,,N/A
A0A1L9C383	N/A,,N/A,,N/A
A0A1L9C392	N/A,,N/A,,N/A
A0A1L9C3A7	N/A,,N/A,,N/A
A0A1L9C3B3	N/A,,N/A,,N/A
A0A1L9C3C4	N/A,,N/A,,N/A
A0A1L9C3D6	N/A,,N/A,,N/A
A0A1L9C3E7	N/A,,N/A,,N/A
A0A1L9C3J6	N/A,,N/A,,N/A
A0A1L9C3K4	N/A,,N/A,,N/A
A0A1L9C3L2	N/A,,N/A,,N/A
A0A1L9C3M7	N/A,,N/A,,N/A
A0A1L9C3N6	N/A,,N/A,,N/A
A0A1L9C3N9	N/A,,N/A,,N/A
A0A1L9C3Q0	N/A,,N/A,,N/A
A0A1L9C3Q1	N/A,,N/A,,N/A
A0A1L9C3S3	N/A,,N/A,,N/A
A0A1L9C3W4	N/A,,N/A,,N/A
A0A1L9C3W7	N/A,,N/A,,N/A
A0A1L9C3X7	N/A,,N/A,,N/A
A0A1L9C3X8	N/A,,N/A,,N/A
A0A1L9C423	N/A,,N/A,,N/A
A0A1L9C432	N/A,,N/A,,N/A
A0A1L9C435	N/A,,N/A,,N/A
A0A1L9C440	N/A,,N/A,,N/A
A0A1L9C444	N/A,,N/A,,N/A
A0A1L9C452	N/A,,N/A,,N/A
A0A1L9C456	N/A,,N/A,,N/A
A0A1L9C459	N/A,,N/A,,N/A
A0A1L9C471	N/A,,N/A,,N/A
A0A1L9C491	N/A,,N/A,,N/A
A0A1L9C493	N/A,,N/A,,N/A
A0A1L9C4C3	N/A,,N/A,,N/A
A0A1L9C4C9	N/A,,N/A,,N/A
A0A1L9C4D6	N/A,,N/A,,N/A
A0A1L9C4D8	N/A,,N/A,,N/A
A0A1L9C4E5	N/A,,N/A,,N/A
A0A1L9C4E7	N/A,,N/A,,N/A
A0A1L9C4F4	N/A,,N/A,,N/A
A0A1L9C4G4	N/A,,N/A,,N/A
A0A1L9C4H5	N/A,,N/A,,N/A
A0A1L9C4J6	N/A,,N/A,,N/A
A0A1L9C4L4	N/A,,N/A,,N/A
A0A1L9C4L6	N/A,,N/A,,N/A
A0A1L9C4L9	N/A,,N/A,,N/A
A0A1L9C4M2	N/A,,N/A,,N/A
A0A1L9C4N8	N/A,,N/A,,N/A
A0A1L9C4R4	N/A,,N/A,,N/A
A0A1L9C4R9	N/A,,N/A,,N/A
A0A1L9C4V8	N/A,,N/A,,N/A
A0A1L9C511	N/A,,N/A,,N/A
A0A1L9C516	N/A,,N/A,,N/A
A0A1L9C556	N/A,,N/A,,N/A
A0A1L9C599	N/A,,N/A,,N/A
A0A1L9C5B0	N/A,,N/A,,N/A
A0A1L9C5B6	N/A,,N/A,,N/A
A0A1L9C5D2	N/A,,N/A,,N/A
