Protein	ID,,Description
A0A0H2VW51	N/A,,N/A
A0A0H2VWL1	N/A,,N/A
A0A0H2VWM2	sfl00020,,Citrate cycle (TCA cycle);;sfl00630,,Glyoxylate and dicarboxylate metabolism;;sfl01100,,Metabolic pathways;;sfl01110,,Biosynthesis of secondary metabolites;;sfl01120,,Microbial metabolism in diverse environments;;sfl01130,,Biosynthesis of antibiotics;;sfl01200,,Carbon metabolism;;sfl01210,,2-Oxocarboxylic acid metabolism;;sfl01230,,Biosynthesis of amino acids
A0A0H2VX20	N/A,,N/A
A0A0H2VX23	N/A,,N/A
A0A0H2VX42	N/A,,N/A
A0A0H2VX83	N/A,,N/A
A0A0H2VXB8	N/A,,N/A
A0A0H2VXH5	N/A,,N/A
A0A0H2VXM7	sfl00680,,Methane metabolism
A0A0H2VXW3	sfl02010,,ABC transporters
A0A0H2VXW8	N/A,,N/A
A0A0H2VXY8	sfl00520,,Amino sugar and nucleotide sugar metabolism;;sfl01100,,Metabolic pathways
A0A0H2VXZ9	N/A,,N/A
A0A0H2VY02	N/A,,N/A
A0A0H2VY20	sfl00040,,Pentose and glucuronate interconversions;;sfl01100,,Metabolic pathways
A0A0H2VY68	N/A,,N/A
A0A0H2VYF0	N/A,,N/A
A0A0H2VYF7	sfl00020,,Citrate cycle (TCA cycle);;sfl00620,,Pyruvate metabolism;;sfl01100,,Metabolic pathways;;sfl01110,,Biosynthesis of secondary metabolites;;sfl01120,,Microbial metabolism in diverse environments;;sfl01130,,Biosynthesis of antibiotics;;sfl01200,,Carbon metabolism
A0A0H2VYP7	sfl00550,,Peptidoglycan biosynthesis;;sfl01100,,Metabolic pathways;;sfl01501,,beta-Lactam resistance
A0A0H2VYQ8	N/A,,N/A
A0A0H2VYU4	N/A,,N/A
A0A0H2VYX6	N/A,,N/A
A0A0H2VZ63	N/A,,N/A
A0A0H2VZN3	N/A,,N/A
A0A0H2VZP1	N/A,,N/A
A0A0H2VZQ5	N/A,,N/A
A0A0H2VZS4	N/A,,N/A
A0A0H2VZY7	N/A,,N/A
A0A0H2W006	N/A,,N/A
A0A0H2W0B9	sfl03420,,Nucleotide excision repair;;sfl03430,,Mismatch repair
A0A0H2W0C8	N/A,,N/A
A0A0H2W0D3	sfl00010,,Glycolysis / Gluconeogenesis;;sfl00620,,Pyruvate metabolism;;sfl01100,,Metabolic pathways;;sfl01110,,Biosynthesis of secondary metabolites;;sfl01120,,Microbial metabolism in diverse environments
A0A0H2W0I3	N/A,,N/A
A0A0H2W0M7	N/A,,N/A
A0A0H2W0U1	sfl00230,,Purine metabolism;;sfl00240,,Pyrimidine metabolism;;sfl01100,,Metabolic pathways
A0A0H2W120	N/A,,N/A
A0A0H2WVE0	sac03018,,RNA degradation
A0A0H2WVJ7	N/A,,N/A
A0A0H2WVT9	N/A,,N/A
A0A0H2WVU2	sac00020,,Citrate cycle (TCA cycle);;sac00190,,Oxidative phosphorylation;;sac00650,,Butanoate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
A0A0H2WVX8	N/A,,N/A
A0A0H2WW08	N/A,,N/A
A0A0H2WW42	N/A,,N/A
A0A0H2WW50	sac00280,,Valine, leucine and isoleucine degradation;;sac00640,,Propanoate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01130,,Biosynthesis of antibiotics
A0A0H2WW54	sac00030,,Pentose phosphate pathway;;sac00480,,Glutathione metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
A0A0H2WW67	sac00280,,Valine, leucine and isoleucine degradation;;sac00640,,Propanoate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01130,,Biosynthesis of antibiotics
A0A0H2WW68	N/A,,N/A
A0A0H2WW75	N/A,,N/A
A0A0H2WWC0	N/A,,N/A
A0A0H2WWE9	N/A,,N/A
A0A0H2WWF0	N/A,,N/A
A0A0H2WWF4	sac00052,,Galactose metabolism;;sac00500,,Starch and sucrose metabolism;;sac01100,,Metabolic pathways
A0A0H2WWN8	sac00860,,Porphyrin and chlorophyll metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites
A0A0H2WWP2	N/A,,N/A
A0A0H2WWR5	N/A,,N/A
A0A0H2WWV4	sac00061,,Fatty acid biosynthesis;;sac00620,,Pyruvate metabolism;;sac00640,,Propanoate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism;;sac01212,,Fatty acid metabolism
A0A0H2WWV6	N/A,,N/A
A0A0H2WWV7	sac00290,,Valine, leucine and isoleucine biosynthesis;;sac00650,,Butanoate metabolism;;sac00660,,C5-Branched dibasic acid metabolism;;sac00770,,Pantothenate and CoA biosynthesis;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01130,,Biosynthesis of antibiotics;;sac01210,,2-Oxocarboxylic acid metabolism;;sac01230,,Biosynthesis of amino acids
A0A0H2WWY8	N/A,,N/A
A0A0H2WX02	sac00910,,Nitrogen metabolism;;sac01120,,Microbial metabolism in diverse environments;;sac02020,,Two-component system
A0A0H2WX21	N/A,,N/A
A0A0H2WX37	N/A,,N/A
A0A0H2WX88	sac00072,,Synthesis and degradation of ketone bodies;;sac00280,,Valine, leucine and isoleucine degradation;;sac00650,,Butanoate metabolism;;sac00900,,Terpenoid backbone biosynthesis;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01130,,Biosynthesis of antibiotics
A0A0H2WXA4	N/A,,N/A
A0A0H2WXA5	sac00620,,Pyruvate metabolism;;sac01100,,Metabolic pathways
A0A0H2WXB1	N/A,,N/A
A0A0H2WXB4	N/A,,N/A
A0A0H2WXD9	N/A,,N/A
A0A0H2WXE3	sac00520,,Amino sugar and nucleotide sugar metabolism;;sac01100,,Metabolic pathways
A0A0H2WXT4	sac00500,,Starch and sucrose metabolism;;sac02060,,Phosphotransferase system (PTS)
A0A0H2WXU4	sac00010,,Glycolysis / Gluconeogenesis;;sac00052,,Galactose metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics
A0A0H2WY00	sac03030,,DNA replication
A0A0H2WY40	N/A,,N/A
A0A0H2WY61	N/A,,N/A
A0A0H2WYD2	N/A,,N/A
A0A0H2WYE2	N/A,,N/A
A0A0H2WYH9	sac00740,,Riboflavin metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites
A0A0H2WYJ9	N/A,,N/A
A0A0H2WYM6	N/A,,N/A
A0A0H2WYP2	sac02024,,Quorum sensing;;sac03060,,Protein export;;sac03070,,Bacterial secretion system
A0A0H2WYT5	sac00010,,Glycolysis / Gluconeogenesis;;sac00020,,Citrate cycle (TCA cycle);;sac00620,,Pyruvate metabolism;;sac00650,,Butanoate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
A0A0H2WYV4	sac00500,,Starch and sucrose metabolism;;sac02060,,Phosphotransferase system (PTS)
A0A0H2WYW1	N/A,,N/A
A0A0H2WYW9	N/A,,N/A
A0A0H2WZ06	N/A,,N/A
A0A0H2WZ29	N/A,,N/A
A0A0H2WZ39	N/A,,N/A
A0A0H2WZ77	sac02010,,ABC transporters
A0A0H2WZ86	N/A,,N/A
A0A0H2WZB1	N/A,,N/A
A0A0H2WZC2	N/A,,N/A
A0A0H2WZF0	N/A,,N/A
A0A0H2WZG1	sac02010,,ABC transporters
A0A0H2WZG9	sac00240,,Pyrimidine metabolism;;sac01100,,Metabolic pathways
A0A0H2WZJ1	N/A,,N/A
A0A0H2WZL1	N/A,,N/A
A0A0H2WZM0	sac00051,,Fructose and mannose metabolism;;sac01100,,Metabolic pathways;;sac01120,,Microbial metabolism in diverse environments;;sac02060,,Phosphotransferase system (PTS)
A0A0H2WZQ6	N/A,,N/A
A0A0H2WZW3	N/A,,N/A
A0A0H2WZX2	N/A,,N/A
A0A0H2WZY6	N/A,,N/A
A0A0H2WZZ2	N/A,,N/A
A0A0H2X027	N/A,,N/A
A0A0H2X029	sac00270,,Cysteine and methionine metabolism;;sac00670,,One carbon pool by folate;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01200,,Carbon metabolism
A0A0H2X037	N/A,,N/A
A0A0H2X0A1	N/A,,N/A
A0A0H2X0B5	N/A,,N/A
A0A0H2X0C4	sac00051,,Fructose and mannose metabolism;;sac00520,,Amino sugar and nucleotide sugar metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01130,,Biosynthesis of antibiotics
A0A0H2X1A6	sac00040,,Pentose and glucuronate interconversions;;sac01100,,Metabolic pathways
A0A0H2X1G4	N/A,,N/A
A0A0H2YY22	N/A,,N/A
A0A0H2Z6P1	N/A,,N/A
A0A0H2Z6X6	N/A,,N/A
A0A0H2Z7B7	pau00071,,Fatty acid degradation;;pau00280,,Valine, leucine and isoleucine degradation;;pau00410,,beta-Alanine metabolism;;pau00640,,Propanoate metabolism;;pau01100,,Metabolic pathways;;pau01110,,Biosynthesis of secondary metabolites;;pau01130,,Biosynthesis of antibiotics;;pau01200,,Carbon metabolism;;pau01212,,Fatty acid metabolism
A0A0H2Z892	N/A,,N/A
A0A0H2Z8T0	N/A,,N/A
A0A0H2Z968	pau00230,,Purine metabolism;;pau01100,,Metabolic pathways;;pau01120,,Microbial metabolism in diverse environments
A0A0H2Z9A9	pau00450,,Selenocompound metabolism;;pau01100,,Metabolic pathways
A0A0H2Z9C3	N/A,,N/A
A0A0H2Z9M5	N/A,,N/A
A0A0H2Z9S0	N/A,,N/A
A0A0H2Z9U4	N/A,,N/A
A0A0H2ZA56	N/A,,N/A
A0A0H2ZA93	N/A,,N/A
A0A0H2ZAH9	pau00730,,Thiamine metabolism;;pau01100,,Metabolic pathways;;pau04122,,Sulfur relay system
A0A0H2ZAX4	pau00230,,Purine metabolism;;pau00250,,Alanine, aspartate and glutamate metabolism;;pau01100,,Metabolic pathways;;pau01110,,Biosynthesis of secondary metabolites;;pau01130,,Biosynthesis of antibiotics
A0A0H2ZBE7	pau02020,,Two-component system
A0A0H2ZBR4	N/A,,N/A
A0A0H2ZCG9	N/A,,N/A
A0A0H2ZCW9	pau00440,,Phosphonate and phosphinate metabolism
A0A0H2ZD39	pau00670,,One carbon pool by folate;;pau00790,,Folate biosynthesis;;pau01100,,Metabolic pathways
A0A0H2ZDN1	pau02010,,ABC transporters
A0A0H2ZE32	N/A,,N/A
A0A0H2ZEH0	N/A,,N/A
A0A0H2ZEZ6	N/A,,N/A
A0A0H2ZF94	N/A,,N/A
A0A0H2ZFZ7	N/A,,N/A
A0A0H2ZGH6	N/A,,N/A
A0A0H2ZGM4	N/A,,N/A
A0A0H2ZGY3	N/A,,N/A
A0A0H2ZHP8	pau02020,,Two-component system
A0A0H2ZHV0	N/A,,N/A
A0A0H2ZI65	N/A,,N/A
A0A0H2ZIH9	pau00071,,Fatty acid degradation;;pau00280,,Valine, leucine and isoleucine degradation;;pau00410,,beta-Alanine metabolism;;pau00640,,Propanoate metabolism;;pau01100,,Metabolic pathways;;pau01110,,Biosynthesis of secondary metabolites;;pau01130,,Biosynthesis of antibiotics;;pau01200,,Carbon metabolism;;pau01212,,Fatty acid metabolism
A0A0H2ZIW7	N/A,,N/A
A0A0H2ZK24	pau02025,,Biofilm formation - Pseudomonas aeruginosa;;pau03070,,Bacterial secretion system
A0A0H2ZLD8	N/A,,N/A
A0A0H2ZLE0	spd01501,,beta-Lactam resistance;;spd02010,,ABC transporters;;spd02024,,Quorum sensing
A0A0H2ZLH0	N/A,,N/A
A0A0H2ZLI5	N/A,,N/A
A0A0H2ZLT2	spd03010,,Ribosome
A0A0H2ZLY8	spd00051,,Fructose and mannose metabolism;;spd00520,,Amino sugar and nucleotide sugar metabolism;;spd01100,,Metabolic pathways;;spd02060,,Phosphotransferase system (PTS)
A0A0H2ZLZ4	N/A,,N/A
A0A0H2ZM91	N/A,,N/A
A0A0H2ZMK9	N/A,,N/A
A0A0H2ZMP5	N/A,,N/A
A0A0H2ZMS9	spd03018,,RNA degradation
A0A0H2ZMV7	N/A,,N/A
A0A0H2ZN13	spd00480,,Glutathione metabolism;;spd01100,,Metabolic pathways
A0A0H2ZN54	spd00500,,Starch and sucrose metabolism;;spd01100,,Metabolic pathways;;spd01110,,Biosynthesis of secondary metabolites
A0A0H2ZN64	N/A,,N/A
A0A0H2ZN99	N/A,,N/A
A0A0H2ZNG3	N/A,,N/A
A0A0H2ZNG8	spd00230,,Purine metabolism;;spd00240,,Pyrimidine metabolism;;spd01100,,Metabolic pathways
A0A0H2ZNI4	spd00220,,Arginine biosynthesis;;spd00250,,Alanine, aspartate and glutamate metabolism;;spd00630,,Glyoxylate and dicarboxylate metabolism;;spd00910,,Nitrogen metabolism;;spd01100,,Metabolic pathways;;spd01120,,Microbial metabolism in diverse environments;;spd01230,,Biosynthesis of amino acids;;spd02020,,Two-component system
A0A0H2ZNM6	spd00061,,Fatty acid biosynthesis;;spd01100,,Metabolic pathways;;spd01212,,Fatty acid metabolism
A0A0H2ZNN6	spd03420,,Nucleotide excision repair
A0A0H2ZNS9	spd02010,,ABC transporters
A0A0H2ZNX1	N/A,,N/A
A0A0H2ZNX3	N/A,,N/A
A0A0H2ZP62	N/A,,N/A
A0A0H2ZP84	spd00030,,Pentose phosphate pathway;;spd00230,,Purine metabolism;;spd01100,,Metabolic pathways;;spd01110,,Biosynthesis of secondary metabolites;;spd01120,,Microbial metabolism in diverse environments;;spd01130,,Biosynthesis of antibiotics;;spd01200,,Carbon metabolism;;spd01230,,Biosynthesis of amino acids
A0A0H2ZPA7	N/A,,N/A
A0A0H2ZPC6	spd02010,,ABC transporters
A0A0H2ZPG7	N/A,,N/A
A0A0H2ZPI5	N/A,,N/A
A0A0H2ZPL5	spd02010,,ABC transporters
A0A0H2ZPN9	spd02010,,ABC transporters
A0A0H2ZPQ1	N/A,,N/A
A0A0H2ZPS0	spd02024,,Quorum sensing;;spd03060,,Protein export;;spd03070,,Bacterial secretion system
A0A0H2ZPS7	N/A,,N/A
A0A0H2ZPT1	N/A,,N/A
A0A0H2ZPT5	N/A,,N/A
A0A0H2ZQ65	N/A,,N/A
A0A0H2ZQ87	spd02010,,ABC transporters
A0A0H2ZQE0	spd00010,,Glycolysis / Gluconeogenesis;;spd00230,,Purine metabolism;;spd00620,,Pyruvate metabolism;;spd01100,,Metabolic pathways;;spd01110,,Biosynthesis of secondary metabolites;;spd01120,,Microbial metabolism in diverse environments;;spd01130,,Biosynthesis of antibiotics;;spd01200,,Carbon metabolism;;spd01230,,Biosynthesis of amino acids
A0A0H2ZQE4	spd00620,,Pyruvate metabolism;;spd00640,,Propanoate metabolism;;spd00650,,Butanoate metabolism;;spd01100,,Metabolic pathways;;spd01120,,Microbial metabolism in diverse environments
A0A0H2ZQF3	N/A,,N/A
A0A0H2ZQI4	spd00790,,Folate biosynthesis;;spd01100,,Metabolic pathways
A0A0H2ZQW0	spd03030,,DNA replication;;spd03430,,Mismatch repair;;spd03440,,Homologous recombination
A0A0H2ZR12	N/A,,N/A
A0A0H2ZR39	N/A,,N/A
A0A0H2ZR50	N/A,,N/A
A0A0H2ZR80	spd01503,,Cationic antimicrobial peptide (CAMP) resistance
A0A0H2ZRA8	N/A,,N/A
A0A0H2ZRF0	N/A,,N/A
A0A0H3BNJ9	see00740,,Riboflavin metabolism;;see01100,,Metabolic pathways;;see01110,,Biosynthesis of secondary metabolites
A0A0H3FL20	eae00260,,Glycine, serine and threonine metabolism;;eae00630,,Glyoxylate and dicarboxylate metabolism;;eae00670,,One carbon pool by folate;;eae01100,,Metabolic pathways;;eae01110,,Biosynthesis of secondary metabolites;;eae01130,,Biosynthesis of antibiotics;;eae01200,,Carbon metabolism
A0A0H3GE39	lmt02020,,Two-component system
A0A0H3GGT0	lmt00130,,Ubiquinone and other terpenoid-quinone biosynthesis;;lmt01100,,Metabolic pathways;;lmt01110,,Biosynthesis of secondary metabolites
A0A0H3GIV1	kpm00030,,Pentose phosphate pathway
A0A0H3GJV8	kpm00480,,Glutathione metabolism;;kpm01100,,Metabolic pathways
A0A0H3GSB6	kpm00250,,Alanine, aspartate and glutamate metabolism;;kpm00280,,Valine, leucine and isoleucine degradation;;kpm00310,,Lysine degradation;;kpm00410,,beta-Alanine metabolism;;kpm00640,,Propanoate metabolism;;kpm00650,,Butanoate metabolism;;kpm01100,,Metabolic pathways;;kpm01120,,Microbial metabolism in diverse environments
A0A0H3JDM8	N/A,,N/A
A0A0H3JF05	N/A,,N/A
A0A0H3K684	sae03030,,DNA replication;;sae03430,,Mismatch repair;;sae03440,,Homologous recombination
A0A0H3K6P9	sae00051,,Fructose and mannose metabolism;;sae01100,,Metabolic pathways;;sae01120,,Microbial metabolism in diverse environments;;sae02060,,Phosphotransferase system (PTS)
A0A0H3K743	sae00450,,Selenocompound metabolism;;sae00970,,Aminoacyl-tRNA biosynthesis
A0A0H3K7D0	N/A,,N/A
A0A0H3K7F4	N/A,,N/A
A0A0H3K7L0	N/A,,N/A
A0A0H3K8E2	N/A,,N/A
A0A0H3K8I6	N/A,,N/A
A0A0H3K8Q4	sae00010,,Glycolysis / Gluconeogenesis;;sae00230,,Purine metabolism;;sae00620,,Pyruvate metabolism;;sae01100,,Metabolic pathways;;sae01110,,Biosynthesis of secondary metabolites;;sae01120,,Microbial metabolism in diverse environments;;sae01130,,Biosynthesis of antibiotics;;sae01200,,Carbon metabolism;;sae01230,,Biosynthesis of amino acids
A0A0H3K8V5	N/A,,N/A
A0A0H3K9E4	N/A,,N/A
A0A0H3K9P0	N/A,,N/A
A0A0H3K9T2	sae00010,,Glycolysis / Gluconeogenesis;;sae00030,,Pentose phosphate pathway;;sae00051,,Fructose and mannose metabolism;;sae00680,,Methane metabolism;;sae01100,,Metabolic pathways;;sae01110,,Biosynthesis of secondary metabolites;;sae01120,,Microbial metabolism in diverse environments;;sae01130,,Biosynthesis of antibiotics;;sae01200,,Carbon metabolism;;sae01230,,Biosynthesis of amino acids
A0A0H3KA72	N/A,,N/A
A0A0H3KAP0	N/A,,N/A
A0A0H3KBK6	sae00010,,Glycolysis / Gluconeogenesis;;sae01100,,Metabolic pathways;;sae01110,,Biosynthesis of secondary metabolites;;sae01120,,Microbial metabolism in diverse environments;;sae01130,,Biosynthesis of antibiotics;;sae01200,,Carbon metabolism;;sae01230,,Biosynthesis of amino acids
A0A0H3KCE0	N/A,,N/A
A0A0H3KCP9	N/A,,N/A
A0A0H3KCZ3	N/A,,N/A
A0A0H3KDS2	N/A,,N/A
A0A0H3KE94	N/A,,N/A
A0A0H3KFC4	sae00220,,Arginine biosynthesis;;sae00250,,Alanine, aspartate and glutamate metabolism;;sae00430,,Taurine and hypotaurine metabolism;;sae00910,,Nitrogen metabolism;;sae01100,,Metabolic pathways;;sae01120,,Microbial metabolism in diverse environments
A0A0H3KFD1	N/A,,N/A
A0A0H3KFQ9	N/A,,N/A
A0A0H3KFX1	N/A,,N/A
A0A0H3KGZ9	sae02020,,Two-component system
A0A0H3M0I9	N/A,,N/A
A0A0H3M0K6	N/A,,N/A
A0A0H3M0L5	N/A,,N/A
A0A0H3M0M7	N/A,,N/A
A0A0H3M0M9	N/A,,N/A
A0A0H3M0P5	N/A,,N/A
A0A0H3M0Q5	mbb00630,,Glyoxylate and dicarboxylate metabolism;;mbb01100,,Metabolic pathways
A0A0H3M0R6	N/A,,N/A
A0A0H3M0V2	N/A,,N/A
A0A0H3M0X2	N/A,,N/A
A0A0H3M0X9	N/A,,N/A
A0A0H3M0Z1	N/A,,N/A
A0A0H3M102	N/A,,N/A
A0A0H3M143	N/A,,N/A
A0A0H3M173	N/A,,N/A
A0A0H3M187	N/A,,N/A
A0A0H3M194	N/A,,N/A
A0A0H3M199	N/A,,N/A
A0A0H3M1A4	N/A,,N/A
A0A0H3M1A8	N/A,,N/A
A0A0H3M1B0	mbb00270,,Cysteine and methionine metabolism;;mbb01100,,Metabolic pathways;;mbb01230,,Biosynthesis of amino acids
A0A0H3M1C1	N/A,,N/A
A0A0H3M1E3	N/A,,N/A
A0A0H3M1E6	N/A,,N/A
A0A0H3M1F0	mbb00230,,Purine metabolism;;mbb00670,,One carbon pool by folate;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01130,,Biosynthesis of antibiotics
A0A0H3M1F9	mbb00010,,Glycolysis / Gluconeogenesis;;mbb00053,,Ascorbate and aldarate metabolism;;mbb00071,,Fatty acid degradation;;mbb00280,,Valine, leucine and isoleucine degradation;;mbb00310,,Lysine degradation;;mbb00330,,Arginine and proline metabolism;;mbb00340,,Histidine metabolism;;mbb00380,,Tryptophan metabolism;;mbb00410,,beta-Alanine metabolism;;mbb00561,,Glycerolipid metabolism;;mbb00620,,Pyruvate metabolism;;mbb00625,,Chloroalkane and chloroalkene degradation;;mbb00903,,Limonene and pinene degradation;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01120,,Microbial metabolism in diverse environments;;mbb01130,,Biosynthesis of antibiotics
A0A0H3M1H5	N/A,,N/A
A0A0H3M1J6	mbb00790,,Folate biosynthesis;;mbb01100,,Metabolic pathways
A0A0H3M1J7	N/A,,N/A
A0A0H3M1K1	N/A,,N/A
A0A0H3M1N7	N/A,,N/A
A0A0H3M1P9	mbb00061,,Fatty acid biosynthesis;;mbb00780,,Biotin metabolism;;mbb01100,,Metabolic pathways;;mbb01130,,Biosynthesis of antibiotics;;mbb01212,,Fatty acid metabolism
A0A0H3M1R0	N/A,,N/A
A0A0H3M1R4	N/A,,N/A
A0A0H3M1S1	N/A,,N/A
A0A0H3M1S9	N/A,,N/A
A0A0H3M1U6	N/A,,N/A
A0A0H3M1X8	N/A,,N/A
A0A0H3M1Y5	mbb02010,,ABC transporters
A0A0H3M204	N/A,,N/A
A0A0H3M210	N/A,,N/A
A0A0H3M225	N/A,,N/A
A0A0H3M245	mbb02010,,ABC transporters
A0A0H3M263	N/A,,N/A
A0A0H3M2A5	N/A,,N/A
A0A0H3M2C1	N/A,,N/A
A0A0H3M2C2	N/A,,N/A
A0A0H3M2D9	N/A,,N/A
A0A0H3M2E0	N/A,,N/A
A0A0H3M2E1	N/A,,N/A
A0A0H3M2E5	mbb03030,,DNA replication;;mbb03430,,Mismatch repair;;mbb03440,,Homologous recombination
A0A0H3M2E7	N/A,,N/A
A0A0H3M2G7	mbb00330,,Arginine and proline metabolism
A0A0H3M2H1	N/A,,N/A
A0A0H3M2H3	N/A,,N/A
A0A0H3M2H5	mbb00523,,Polyketide sugar unit biosynthesis;;mbb01130,,Biosynthesis of antibiotics
A0A0H3M2I6	N/A,,N/A
A0A0H3M2K4	N/A,,N/A
A0A0H3M2K8	N/A,,N/A
A0A0H3M2M1	N/A,,N/A
A0A0H3M2N0	mbb00760,,Nicotinate and nicotinamide metabolism;;mbb01100,,Metabolic pathways
A0A0H3M2Q0	N/A,,N/A
A0A0H3M2R5	N/A,,N/A
A0A0H3M2S1	N/A,,N/A
A0A0H3M2S6	N/A,,N/A
A0A0H3M2T4	mbb03420,,Nucleotide excision repair;;mbb03430,,Mismatch repair
A0A0H3M2U2	N/A,,N/A
A0A0H3M2V0	mbb00571,,Lipoarabinomannan (LAM) biosynthesis;;mbb00572,,Arabinogalactan biosynthesis - Mycobacterium
A0A0H3M2W3	mbb02020,,Two-component system
A0A0H3M310	N/A,,N/A
A0A0H3M322	N/A,,N/A
A0A0H3M336	N/A,,N/A
A0A0H3M338	N/A,,N/A
A0A0H3M349	N/A,,N/A
A0A0H3M363	N/A,,N/A
A0A0H3M375	N/A,,N/A
A0A0H3M379	N/A,,N/A
A0A0H3M380	N/A,,N/A
A0A0H3M389	mbb02020,,Two-component system
A0A0H3M3A0	N/A,,N/A
A0A0H3M3A7	mbb00071,,Fatty acid degradation;;mbb00280,,Valine, leucine and isoleucine degradation;;mbb00281,,Geraniol degradation;;mbb00310,,Lysine degradation;;mbb00362,,Benzoate degradation;;mbb00380,,Tryptophan metabolism;;mbb00410,,beta-Alanine metabolism;;mbb00640,,Propanoate metabolism;;mbb00650,,Butanoate metabolism;;mbb00903,,Limonene and pinene degradation;;mbb00930,,Caprolactam degradation;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01120,,Microbial metabolism in diverse environments;;mbb01130,,Biosynthesis of antibiotics;;mbb01200,,Carbon metabolism;;mbb01212,,Fatty acid metabolism
A0A0H3M3B6	N/A,,N/A
A0A0H3M3C6	N/A,,N/A
A0A0H3M3E7	N/A,,N/A
A0A0H3M3F1	mbb00430,,Taurine and hypotaurine metabolism;;mbb00620,,Pyruvate metabolism;;mbb00640,,Propanoate metabolism;;mbb00680,,Methane metabolism;;mbb01100,,Metabolic pathways;;mbb01120,,Microbial metabolism in diverse environments;;mbb01200,,Carbon metabolism
A0A0H3M3F6	N/A,,N/A
A0A0H3M3G2	N/A,,N/A
A0A0H3M3G7	N/A,,N/A
A0A0H3M3I2	N/A,,N/A
A0A0H3M3L4	mbb00010,,Glycolysis / Gluconeogenesis;;mbb00020,,Citrate cycle (TCA cycle);;mbb00260,,Glycine, serine and threonine metabolism;;mbb00280,,Valine, leucine and isoleucine degradation;;mbb00310,,Lysine degradation;;mbb00380,,Tryptophan metabolism;;mbb00620,,Pyruvate metabolism;;mbb00630,,Glyoxylate and dicarboxylate metabolism;;mbb00640,,Propanoate metabolism;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01120,,Microbial metabolism in diverse environments;;mbb01130,,Biosynthesis of antibiotics;;mbb01200,,Carbon metabolism
A0A0H3M3M4	N/A,,N/A
A0A0H3M3M8	mbb04122,,Sulfur relay system
A0A0H3M3P3	N/A,,N/A
A0A0H3M3P5	N/A,,N/A
A0A0H3M3R1	mbb02020,,Two-component system
A0A0H3M3R7	N/A,,N/A
A0A0H3M3S8	mbb05152,,Tuberculosis
A0A0H3M3V5	mbb00780,,Biotin metabolism;;mbb01100,,Metabolic pathways
A0A0H3M429	mbb00052,,Galactose metabolism;;mbb00520,,Amino sugar and nucleotide sugar metabolism;;mbb01100,,Metabolic pathways
A0A0H3M454	N/A,,N/A
A0A0H3M469	mbb00071,,Fatty acid degradation;;mbb00280,,Valine, leucine and isoleucine degradation;;mbb00281,,Geraniol degradation;;mbb00310,,Lysine degradation;;mbb00360,,Phenylalanine metabolism;;mbb00362,,Benzoate degradation;;mbb00380,,Tryptophan metabolism;;mbb00410,,beta-Alanine metabolism;;mbb00627,,Aminobenzoate degradation;;mbb00640,,Propanoate metabolism;;mbb00650,,Butanoate metabolism;;mbb00903,,Limonene and pinene degradation;;mbb00930,,Caprolactam degradation;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01120,,Microbial metabolism in diverse environments;;mbb01130,,Biosynthesis of antibiotics;;mbb01212,,Fatty acid metabolism
A0A0H3M480	N/A,,N/A
A0A0H3M499	N/A,,N/A
A0A0H3M4A3	N/A,,N/A
